line,locality,district,juridiction_dicstrict,type,page,serial_no,area_hectares,population_male,population_female,population_total,religion_catholic,religion_greek,religion_jewish,religion_other,c1,c2,village,belong,sum_type,vide,wrong_sum,,,
218,Szołomyja,Borszczów,Chodorów,Ortsgemeinden,25,42,560,368,400,768,114,629,25,,,,0,,,,0,,,
219,Trybuchowce,Borszczów,Chodorów,Ortsgemeinden,25,43,306,192,209,401,63,397,11,,,,0,,,,1,,,
220,Wodniki,Borszczów,Chodorów,Ortsgemeinden,25,44,681,430,452,882,103,684,89,6,,,0,,,,0,,,
221,Wołoszczyzna,Borszczów,Chodorów,Ortsgemeinden,25,45,532,328,313,641,110,500,31,,,,0,,,,0,,,
222,Wołowe,Borszczów,Chodorów,Ortsgemeinden,25,46,184,266,232,498,336,148,13,1,,,0,,,,0,,,
223,Mostyszcze,Borszczów,Chodorów,Ortsgemeinden,25,1,,34,26,60,43,17,,,,,0,,,,0,,,
224,Wołowe,Borszczów,Chodorów,Ortsgemeinden,25,2,,232,206,438,293,131,13,1,,,0,,,,0,,,
225,Wybranówka,Borszczów,Chodorów,Ortsgemeinden,25,47,218,372,373,745,226,283,236,,,,0,,,,0,,,
226,Žabokruki,Borszczów,Chodorów,Ortsgemeinden,25,48,485,269,281,550,29,509,12,,,,0,,sum_ortsgemeinden,,0,,,
227,Summe der Ortsgemeinden,Borszczów,Chodorów,Ortsgemeinden,25,,27200,19728,20044,39772,7352,27803,4379,238,,,0,,,,0,,,
228,Bakowce,Borszczów,Chodorów,Ortsgemeinden,25,1,414,49,51,100,21,23,47,9,,,0,ad 1,,,0,,,
229,Berteszów,Borszczów,Chodorów,Ortsgemeinden,25,2,214,14,16,30,18,7,5,,,,0,ad 2,,,0,,,
230,Borusów,Borszczów,Chodorów,Ortsgemeinden,25,3,300,28,25,53,19,24,17,,,,0,ad 4,,,1,,,
231,Bryńce Cerkiewne,Borszczów,Chodorów,Ortsgemeinden,25,4,398,31,28,59,42,16,,1,,,0,ad 5,,,0,,,
232,Bryńce Zagórne,Borszczów,Chodorów,Ortsgemeinden,25,5,773,28,28,56,32,9,15,,,,0,ad 6,,,0,,,
233,Budków,Borszczów,Chodorów,Ortsgemeinden,25,6,869,6,5,11,7,,,4,,,0,ad 7,,,0,,,
234,Chlebowice Wielkie ad S,Borszczów,Chodorów,Ortsgemeinden,25,7,1034,62,56,118,55,43,14,6,,,0,,,,0,,,
235,Choderkowce,Borszczów,Chodorów,Ortsgemeinden,25,8,538,14,25,39,31,8,,,,,0,ad 9,,,0,,,
236,Czyżyce,Borszczów,Chodorów,Ortsgemeinden,25,9,279,8,9,17,7,4,,6,,,0,ad 10,,,0,,,
237,Dziewiętniki,Borszczów,Chodorów,Ortsgemeinden,25,10,1069,57,56,113,42,68,,3,,,0,ad 11,,,0,,,
238,Dźwinogród,Borszczów,Chodorów,Ortsgemeinden,25,11,623,47,42,89,5,51,28,5,,,0,ad 12,,,0,,,
239,Ernsdorf,Borszczów,Chodorów,Ortsgemeinden,25,12,22,20,24,44,32,10,,2,,,0,ad 13,,,0,,,
241,"42, 41 D, 30",Borszczów,Chodorów,Ortsgemeinden,29,,"42, 41 D, 30",,,,,,,,,,0,,,,,,,
242,Ortsgemeinden:,Borszczów,Chodorów,Ortsgemeinden,29,,,,,,,,,,,,0,,,,,,,
243,Borodczyce,Borszczów,Chodorów,Ortsgemeinden,29,1,288,155,146,,,,,,,,0,,,,,,,
244,Bortniki,Borszczów,Chodorów,Ortsgemeinden,29,2,585,505,501,,,,,,,,0,,,,,,,
245,Borynicze,Borszczów,Chodorów,Ortsgemeinden,29,3,656,485,504,,,,,,,,0,,,,,,,
246,Brzozdowee,Borszczów,Chodorów,Ortsgemeinden,29,4,4285,1919,1314,,,,,,,,0,,,,,,,
247,Bukawina,Borszczów,Chodorów,Ortsgemeinden,29,5,584,331,332,,,,,,,,0,,,,,,,
248,Chodorów,Borszczów,Chodorów,Ortsgemeinden,29,6,1037,1766,1852,,,,,,,,0,,,,,,,
249,Czartorya,Borszczów,Chodorów,Ortsgemeinden,29,7,478,308,308,,,,,,,,0,,,,,,,
250,Czeremchów,Borszczów,Chodorów,Ortsgemeinden,29,8,171,175,186,,,,,,,,0,,,,,,,
251,Demidów,Borszczów,Chodorów,Ortsgemeinden,29,9,600,376,427,,,,,,,,0,,,,,,,
252,Demidów,Borszczów,Chodorów,Ortsgemeinden,29,1,,254,280,,,,,,,,0,,,,,,,
253,Mołotów,Borszczów,Chodorów,Ortsgemeinden,29,2,,132,147,,,,,,,,0,,,,,,,
254,Dobrowlany,Borszczów,Chodorów,Ortsgemeinden,29,10,238,277,275,,,,,,,,0,,,,,,,
255,Drohowyeze,Borszczów,Chodorów,Ortsgemeinden,29,11,366,232,237,,,,,,,,0,,,,,,,
256,Duliby,Borszczów,Chodorów,Ortsgemeinden,29,12,899,514,515,,,,,,,,0,,,,,,,
257,Holdowice,Borszczów,Chodorów,Ortsgemeinden,29,13,241,163,167,,,,,,,,0,,,,,,,
258,Horodyszcze Cetnar-skie,Borszczów,Chodorów,Ortsgemeinden,29,14,409,316,275,,,,,,,,0,,,,,,,
259,Horodyszcze Kró-lewskie,Borszczów,Chodorów,Ortsgemeinden,29,15,575,415,291,,,,,,,,0,,,,,,,
260,Hranki,Borszczów,Chodorów,Ortsgemeinden,29,16,447,433,485,,,,,,,,0,,,,,,,
261,Hranki,Borszczów,Chodorów,Ortsgemeinden,29,1,,265,294,,,,,,,,0,,,,,,,
262,Kuty,Borszczów,Chodorów,Ortsgemeinden,29,2,,168,191,,,,,,,,0,,,,,,,
263,Hrusiatycze,Borszczów,Chodorów,Ortsgemeinden,29,17,716,400,425,,,,,,,,0,,,,,,,
264,Juszkowce,Borszczów,Chodorów,Ortsgemeinden,29,18,346,252,243,,,,,,,,0,,,,,,,
265,Kniesiolo,Borszczów,Chodorów,Ortsgemeinden,29,19,732,478,467,,,,,,,,0,,,,,,,
266,Laszki Dolne,Borszczów,Chodorów,Ortsgemeinden,29,20,,268,270,,,,,,,,0,,,,,,,
267,Laszki Górne,Borszczów,Chodorów,Ortsgemeinden,29,21,1027,538,561,,,,,,,,0,,,,,,,
268,Strzeliska Nowe,Borszczów,Chodorów,Ortsgemeinden,31,34,691,1288,1384,2672,38,1036,1597,1,,,0,,,,0,,,
269,Strzeliska Stare,Borszczów,Chodorów,Ortsgemeinden,31,35,1222,407,421,828,21,651,17,139,,,0,,,,0,,,
270,"Heinrichdorf, Henry-kówka ()",Borszczów,Chodorów,Ortsgemeinden,31,1,,85,78,163,8,10,6,139,,,0,,,,0,,,
271,Strzeliska Stare,Borszczów,Chodorów,Ortsgemeinden,31,2,,322,343,665,13,641,11,,,,1,,,,0,,,
272,Suchrów,Borszczów,Chodorów,Ortsgemeinden,31,36,642,444,452,896,97,786,13,,,,1,,,,0,,,
273,Turzanowce,Borszczów,Chodorów,Ortsgemeinden,31,37,460,208,194,402,28,365,9,,,,1,,,,0,,,
274,Wierzbica,Borszczów,Chodorów,Ortsgemeinden,31,38,407,272,284,556,25,503,28,,,,1,,,vide 60,0,,,
275,Wołczatycze,Borszczów,Chodorów,Ortsgemeinden,31,39,6,261,290,551,175,367,9,,,,1,,,,0,,,
276,Zagóreczko,Borszczów,Chodorów,Ortsgemeinden,31,40,406,392,425,817,157,644,16,,,,1,,,,0,,,
277,Zaleśce,Borszczów,Chodorów,Ortsgemeinden,31,41,310,232,254,486,27,446,13,,,,1,,,,0,,,
278,Zyrawa,Borszczów,Chodorów,Ortsgemeinden,31,42,557,368,369,737,102,603,28,4,,,1,,sum_ortsgemeinden,,0,,,
279,Summe der Ortsgemeinden,Borszczów,Chodorów,Ortsgemeinden,31,,21393,17340,17920,35260,5185,25302,4594,179,,,0,,,,0,,,
280,Borodczyce,Borszczów,Chodorów,Gutsgebiete,31,1,90,4,7,11,,5,,6,,,0,ad 1,,,0,,,
281,Bortniki,Borszczów,Chodorów,Gutsgebiete,31,2,536,53,62,115,44,29,36,6,,,0,ad 2,,,0,,,
282,Borynicze,Borszczów,Chodorów,Gutsgebiete,31,3,933,133,114,247,165,73,9,,,,0,ad 3,,,0,,,
283,Brzozdowee,Borszczów,Chodorów,Gutsgebiete,31,4,682,41,37,78,72,6,,,,,0,ad 4,,,0,,,
284,Bukawina,Borszczów,Chodorów,Gutsgebiete,31,5,125,,,,,,,,,,0,ad 5,,,0,,,
285,Chodorów,Borszczów,Chodorów,Gutsgebiete,31,6,1537,180,179,359,161,188,10,,,,0,ad 6,,,0,,,
286,Czartorya,Borszczów,Chodorów,Gutsgebiete,31,7,283,5,3,8,,1,,7,,,0,ad 7,,,0,,,
287,Czeremchów,Borszczów,Chodorów,Gutsgebiete,31,8,240,20,23,43,10,19,14,,,,0,ad 8,,,0,,,
288,Demidów,Borszczów,Chodorów,Gutsgebiete,31,9,955,10,17,27,6,21,,,,,0,ad 9,,,0,,,
289,Dobrowlany,Borszczów,Chodorów,Gutsgebiete,31,10,502,15,20,35,13,11,11,,,,0,ad 10,,,0,,,
290,Drohowycze,Borszczów,Chodorów,Gutsgebiete,31,11,36,2,1,3,,,3,,,,0,ad 11,,,0,,,
291,Duliby,Borszczów,Chodorów,Gutsgebiete,31,12,312,19,28,47,13,11,23,,,,0,ad 12,,,0,,,
292,Hołdowice,Borszczów,Chodorów,Gutsgebiete,31,13,81,5,7,12,2,10,,,,,0,ad 13,,,0,,,
293,Horodyszcze Cet-narskie,Borszczów,Chodorów,Gutsgebiete,31,14,246,10,7,17,4,10,3,,,,0,ad 14,,,0,,,
294,Horodyszcze Kró-lewskie,Borszczów,Chodorów,Gutsgebiete,31,15,186,16,20,36,8,9,19,,,,0,ad 15,,,0,,,
295,Hranki,Borszczów,Chodorów,Gutsgebiete,31,16,561,23,20,43,30,13,,,,,0,ad 16,,,0,,,
296,Hrusiatycze,Borszczów,Chodorów,Gutsgebiete,31,17,542,39,31,70,46,24,,,,,0,ad 17,,,0,,,
297,Juszkowce,Borszczów,Chodorów,Gutsgebiete,31,18,320,21,19,40,27,13,,,,,0,ad 18,,,0,,,
298,Kniesioło,Borszczów,Chodorów,Gutsgebiete,31,19,102,5,8,13,6,7,,,,,0,ad 19,,,0,,,
299,Laszki Dolne,Borszczów,Chodorów,Gutsgebiete,31,20,248,12,6,18,9,9,,,,,0,ad 20,,,0,,,
300,Laszki Górne,Borszczów,Chodorów,Gutsgebiete,31,21,453,21,13,34,17,17,,,,,0,ad 21,,,0,,,
301,Leszczyn,Borszczów,Chodorów,Gutsgebiete,31,22,299,13,11,24,7,10,7,,,,0,ad 22,,,0,,,
302,Łuczany,Borszczów,Chodorów,Gutsgebiete,31,23,272,10,12,22,15,7,,,,,0,ad 23,,,0,,,
303,Mołodynce,Borszczów,Chodorów,Gutsgebiete,31,24,606,35,37,72,30,33,9,,,,0,ad 24,,,0,,,
304,Nowosielce,Borszczów,Chodorów,Gutsgebiete,31,25,299,40,42,82,50,19,12,1,,,0,ad 25,,,0,,,
305,Oryszkowce,Borszczów,Chodorów,Gutsgebiete,33,26,501,25,25,50,6,33,7,4,,,0,ad 26,,,0,,,
306,Kalinówka,Borszczów,Chodorów,Gutsgebiete,33,1,,25,25,50,6,33,7,4,,,0,,,,0,,,
307,Oryszkowce,Borszczów,Chodorów,Gutsgebiete,33,2,,,,,,,,,,,0,,,,0,,,
308,Ostrów,Borszczów,Chodorów,Gutsgebiete,33,27,645,51,39,90,40,43,7,,,,0,ad 27,,,0,,,
309,Ottyniowice,Borszczów,Chodorów,Gutsgebiete,33,28,1187,62,83,145,45,61,39,,,,0,ad 28,,vide 4,0,,,
310,Podhorce,Borszczów,Chodorów,Gutsgebiete,33,29,4,2,5,7,,1,6,,,,0,ad 29,,,0,,,
311,Podliski,Borszczów,Chodorów,Gutsgebiete,33,30,263,12,22,34,16,12,6,,,,0,ad 30,,,0,,,
312,Podniestrzany,Borszczów,Chodorów,Gutsgebiete,33,31,288,35,38,73,25,38,10,,,,0,ad 31,,,0,,,
313,Ruda,Borszczów,Chodorów,Gutsgebiete,33,32,340,31,27,58,37,21,,,,,0,ad 32,,,0,,,
314,Stańkowce,Borszczów,Chodorów,Gutsgebiete,33,33,76,2,3,5,,5,,,,,0,ad 33,,,0,,,
315,Strzeliska Nowe,Borszczów,Chodorów,Gutsgebiete,33,34,5,29,26,55,19,13,23,,,,0,ad 34,,,0,,,
316,Strzeliska Stare,Borszczów,Chodorów,Gutsgebiete,33,35,544,29,25,54,2,33,19,,,,0,ad 35,,,0,,,
317,Suchrów,Borszczów,Chodorów,Gutsgebiete,33,36,428,43,41,84,34,38,12,,,,0,ad 36,,,0,,,
318,Turzanowce,Borszczów,Chodorów,Gutsgebiete,33,37,50,,,,,,,,,,0,ad 37,,,0,,,
319,Wierzbica,Borszczów,Chodorów,Gutsgebiete,33,38,232,8,7,15,1,4,10,,,,0,ad 38,,,0,,,
320,Zagóreczko,Borszczów,Chodorów,Gutsgebiete,33,39,317,7,11,18,,10,8,,,,0,ad 40,,,,,,
321,Zaleśce,Borszczów,Chodorów,Gutsgebiete,33,40,332,18,21,39,8,12,18,1,,,0,ad 41,,,0,,,
322,Żyrawa,Borszczów,Chodorów,Gutsgebiete,33,41,382,19,22,41,19,17,5,,,,0,ad 42,sum_gutsgebiete,,0,,,
323,Summe der Gutsgebiete,Borszczów,Chodorów,Gutsgebiete,33,,16036,1105,1119,2224,987,886,839,12,,,0,,sum_gb,,1,,,
324,Summe des GB. Chodorów,Borszczów,Chodorów,Ortsgemeinden,33,,37429,18445,19039,37484,6172,26188,4933,191,,,0,,,,0,,,
325,Bogucice,Borszczów,Bochnia,Ortsgemeinden,35,6,496,363,372,735,669,13,53,,,,1,,,,0,,,
326,Borek,Borszczów,Bochnia,Ortsgemeinden,35,7,952,613,687,1300,1264,36,,,,,0,,,,0,,,
327,Bratucice,Borszczów,Bochnia,Ortsgemeinden,35,8,1036,637,767,1404,1390,14,,,,,0,,,,0,,,
328,Brzeźnica,Borszczów,Bochnia,Ortsgemeinden,35,9,623,432,405,837,837,,,,,,0,,,,0,,,
329,Buczków,Borszczów,Bochnia,Ortsgemeinden,35,10,695,453,490,943,925,18,,,,,0,,,,0,,,
330,Buczyna,Borszczów,Bochnia,Ortsgemeinden,35,11,650,264,278,542,529,13,,,,,0,,,,0,,,
331,Cerekiew,Borszczów,Bochnia,Ortsgemeinden,35,12,391,173,188,361,339,22,,,,,0,,,,0,,,
332,Cheł'm,Borszczów,Bochnia,Ortsgemeinden,35,13,810,98,106,204,204,,,,,,1,,,,0,,,
333,Chodenice,Borszczów,Bochnia,Ortsgemeinden,35,14,352,193,203,396,388,8,,,,,1,,,,0,,,
334,Chrostowa,Borszczów,Bochnia,Ortsgemeinden,35,15,5)380,223,229,452,452,,,,,,0,,,,0,,,
335,Chrostowa,Borszczów,Bochnia,Ortsgemeinden,35,1,,135,148,283,288,,,,,,1,,,,1,,,
336,Podegrodzie,Borszczów,Bochnia,Ortsgemeinden,35,2,,88,81,169,169,,,,,,1,,,,0,,,
337,Cikowice,Borszczów,Bochnia,Ortsgemeinden,35,16,303,249,265,514,502,12,,,,,1,,,vide 11,0,,,
338,Dąbrowica,Borszczów,Bochnia,Ortsgemeinden,35,17,11,172,178,350,350,,,,,,0,,,,0,,,
339,Dąbrówka,Borszczów,Bochnia,Ortsgemeinden,35,18,709,278,338,616,608,8,,,,,0,,,,0,,,
340,Damienice,Borszczów,Bochnia,Ortsgemeinden,35,19,318,294,283,577,572,5,,,,,0,,,,0,,,
341,Drwinia,Borszczów,Bochnia,Ortsgemeinden,35,20,663,403,396,799,789,10,,,,,1,,,,0,,,
342,Dziewin,Borszczów,Bochnia,Ortsgemeinden,35,21,811,560,600,1160,1131,29,,,,,1,,,,0,,,
343,Gawłów,Borszczów,Bochnia,Ortsgemeinden,35,22,459,290,302,592,518,23,51,,,,0,,,,0,,,
344,Gawłów Nowy,Borszczów,Bochnia,Ortsgemeinden,35,1,,84,83,167,121,12,34,,,,1,,,,0,,,
345,Gawłów Stary,Borszczów,Bochnia,Ortsgemeinden,35,2,,206,219,425,397,11,17,,,,1,,,vide 35,0,,,
346,Gawłówek,Borszczów,Bochnia,Ortsgemeinden,35,23,35,149,197,346,334,12,,,,,1,,,,0,,,
347,Gierczyce,Borszczów,Bochnia,Ortsgemeinden,35,24,294,248,286,534,534,,,,,,0,,,,0,,,
348,Gorzków,Borszczów,Bochnia,Ortsgemeinden,35,25,160,130,135,265,262,3,,,,,1,,,vide 11,0,,,
349,Grabina,Borszczów,Bochnia,Ortsgemeinden,35,26,11,84,107,191,183,8,,,,,0,,,,0,,,
350,Grobla,Borszczów,Bochnia,Ortsgemeinden,35,27,1117,795,845,1640,1580,3,57,,,,0,,,,0,,,
351,Jodłówka,Borszczów,Bochnia,Ortsgemeinden,35,28,1054,486,662,1048,1018,30,,,,,0,,,,0,,,
352,Kolanów,Borszczów,Bochnia,Ortsgemeinden,35,29,144,165,189,354,328,26,,,,,1,,,,0,,,
353,Krzeczów,Borszczów,Bochnia,Ortsgemeinden,35,30,850,464,543,1007,898,61,48,,,,0,,,,0,,,
354,Krzyżanowice Wiel-kie,Borszczów,Bochnia,Ortsgemeinden,35,31,217,237,269,506,476,30,,,,,1,,,,0,,,
355,Łapezyca,Borszczów,Bochnia,Ortsgemeinden,35,32,893,790,861,1651,1631,20,,,,,0,,,,0,,,
356,Łazy,Borszczów,Bochnia,Ortsgemeinden,35,33,564,365,341,706,695,11,,,,,0,,,,0,,,
357,Majkowice,Borszczów,Bochnia,Ortsgemeinden,35,34,262,217,225,442,373,15,51,,,,0,,,,1,,,
358,Majkowice,Borszczów,Bochnia,Ortsgemeinden,35,1,,185,181,366,304,8,54,,,,0,,,,0,,,
359,Turzec,Borszczów,Bochnia,Ortsgemeinden,35,2,,32,44,76,69,7,,,,,1,,,,0,,,
360,Mikluszowice,Borszczów,Bochnia,Ortsgemeinden,35,35,6)651,422,488,910,858,52,,,,,1,,,vide 13,0,,,
361,Moszczenica,Borszczów,Bochnia,Ortsgemeinden,35,36,13,143,172,315,311,4,,,,,1,,,,0,,,
362,Niedary,Borszczów,Bochnia,Ortsgemeinden,35,37,328,228,230,458,446,12,,,,,0,,,,0,,,
363,Nieszkowice Małe,Borszczów,Bochnia,Ortsgemeinden,35,38,216,181,202,383,381,2,,,,,0,,,,0,,,
364,Bogucice (& Ф5),Borszczów,Bochnia,Ortsgemeinden,36,6,162,566,533,336,102,,,,,,0,,,,1,,,
365,Borek,Borszczów,Bochnia,Ortsgemeinden,36,7,217,952,912,549,202,,,,,,0,,,,1,,,
366,Bratucice (& 6),Borszczów,Bochnia,Ortsgemeinden,36,8,370,2179,2131,598,176,,,,,,0,,,,1,,,
367,Brzeźnica (& Ф 7),Borszczów,Bochnia,Ortsgemeinden,36,9,159,957,936,505,72,,,,,,0,,,,1,,,
368,Buczków,Borszczów,Bochnia,Ortsgemeinden,36,10,273,695,676,810,119,,,,,,0,,,,1,,,
369,"Buczyna (11, 17, 26 & 8)",Borszczów,Bochnia,Ortsgemeinden,36,11,168,936,909,514,51,,,,,,0,,,,1,,,
370,"Cerekiew (3, 12 & Ф 3, 9)",Borszczów,Bochnia,Ortsgemeinden,36,12,85,762,712,605,61,,,,,,0,,,,1,,,
371,"Chelm (13, 36, 44 & Ф 10)",Borszczów,Bochnia,Ortsgemeinden,36,13,48,812,688,488,59,,,,,,0,,,,1,,,
372,"Chodenice (14, 50)",Borszczów,Bochnia,Ortsgemeinden,36,14,58,352,322,262,19,,,,,,0,,,,1,,,
373,"Dąbrowica (15: 1, 2, 52 & Ф 11)",Borszczów,Bochnia,Ortsgemeinden,36,15,112,863,800,498,46,,,,,,0,,,,1,,,
374,Cikowice,Borszczów,Bochnia,Ortsgemeinden,36,16,94,303,260,156,59,,,,,,0,,,,1,,,
375,vide 11,Borszczów,Bochnia,Ortsgemeinden,36,17,58,,,,,,,,,,0,,,,,,,
376,Dąbrówka,Borszczów,Bochnia,Ortsgemeinden,36,18,167,709,690,356,127,,,,,,0,,,,1,,,
377,Damienice (& 12),Borszczów,Bochnia,Ortsgemeinden,36,19,130,339,308,184,78,,,,,,0,,,,1,,,
378,Drwinia,Borszczów,Bochnia,Ortsgemeinden,36,20,153,663,631,395,132,,,,,,0,,,,1,,,
379,Dziewin (& Ф 13),Borszczów,Bochnia,Ortsgemeinden,36,21,178,2574,2528,490,396,,,,,,0,,,,1,,,
380,"Gawłów (1, 2)",Borszczów,Bochnia,Ortsgemeinden,36,22,156,459,428,299,56,,,,,,0,,,,1,,,
381,vide 35,Borszczów,Bochnia,Ortsgemeinden,36,23,100,,,,,,,,,,0,,,,,,,
382,Gierczyce (& 15),Borszczów,Bochnia,Ortsgemeinden,36,24,114,467,449,337,29,,,,,,0,,,,1,,,
383,Gorzków (& Ф 16),Borszczów,Bochnia,Ortsgemeinden,36,25,66,390,379,918,36,,,,,,0,,,,1,,,
384,vide 11,Borszczów,Bochnia,Ortsgemeinden,36,26,42,,,,,,,,,,0,,,,,,,
385,Grobla (& Ф 17),Borszczów,Bochnia,Ortsgemeinden,36,27,388,3087,3022,750,999,,,,,,0,,,,1,,,
386,Jodłówka (& 18),Borszczów,Bochnia,Ortsgemeinden,36,28,205,1391,1358,668,163,,,,,,0,,,,1,,,
387,Kolanów (& Ф 19),Borszczów,Bochnia,Ortsgemeinden,36,29,51,344,336,114,24,,,,,,0,,,,1,,,
388,Krzeczów (& Ф 20),Borszczów,Bochnia,Ortsgemeinden,36,30,164,995,960,588,264,,,,,,0,,,,1,,,
389,Krzyżanowice Wielkie,Borszczów,Bochnia,Ortsgemeinden,36,31,78,217,189,171,201,,,,,,0,,,,1,,,
390,Łapczyca (& © 21),Borszczów,Bochnia,Ortsgemeinden,36,32,261,1155,1110,710,74,,,,,,0,,,,1,,,
391,Łazy (& 22),Borszczów,Bochnia,Ortsgemeinden,36,33,196,883,865,610,96,,,,,,0,,,,1,,,
392,"Majkowice (1, 2)",Borszczów,Bochnia,Ortsgemeinden,36,34,62,262,231,183,661,,,,,,0,,,,1,,,
393,"Mikluszowice (23, 35 & 14, 23)",Borszczów,Bochnia,Ortsgemeinden,36,35,225,2336,2254,480,21,,,,,,0,,,,1,,,
394,vide 13,Borszczów,Bochnia,Ortsgemeinden,36,36,64,,,,,,,,,,0,,,,,,,
395,Niedary (& Ф 24),Borszczów,Bochnia,Ortsgemeinden,36,37,82,763,700,453,150,,,,,,0,,,,1,,,
396,Nieszkowice I (63-372 & 25)Nieszkowice III (2-11),Borszczów,Bochnia,Ortsgemeinden,36,38,87,33921,31620,25516,28825,,,,,,0,,,,1,,,
397,Ostrów Królewski,Borszczów,Bochnia,Ortsgemeinden,37,39,358,256,268,524,515,9,,,,,1,,,,0,,,
398,Ostrów Szlachecki,Borszczów,Bochnia,Ortsgemeinden,37,40,123,155,191,346,344,2,,,,,0,,,,0,,,
399,Popędzyna,Borszczów,Bochnia,Ortsgemeinden,37,41,204,43,38,81,81,,,,,,1,,,,0,,,
400,Proszówki,Borszczów,Bochnia,Ortsgemeinden,37,42,227,282,291,573,586,37,,,,,0,,,,1,,,
401,Rzezawa,Borszczów,Bochnia,Ortsgemeinden,37,43,904,559,585,1144,1109,35,,,,,0,,,vide 13,0,,,
402,Siedlec,Borszczów,Bochnia,Ortsgemeinden,37,44,13,324,388,712,712,,,,,,0,,,,0,,,
403,Słomka,Borszczów,Bochnia,Ortsgemeinden,37,45,109,136,121,257,244,,13,,,,1,,,,0,,,
404,Stanisławice,Borszczów,Bochnia,Ortsgemeinden,37,46,446,330,345,675,656,,19,,,,1,,,,0,,,
405,Stradomka,Borszczów,Bochnia,Ortsgemeinden,37,47,76,97,97,194,187,,7,,,,1,,,,0,,,
406,Świniarów,Borszczów,Bochnia,Ortsgemeinden,37,48,236,220,234,454,444,2,8,,,,1,,,,0,,,
407,Trawniki,Borszczów,Bochnia,Ortsgemeinden,37,49,261,91,98,189,186,,3,,,,0,,,vide 14,0,,,
408,Trinitatis,Borszczów,Bochnia,Ortsgemeinden,37,50,14,127,146,273,267,,6,,,,0,,,,0,,,
409,Ujście Solne,Borszczów,Bochnia,Ortsgemeinden,37,51,949,738,799,1537,1468,2,66,1,,,0,,,vide 15,0,,,
410,Wieniec,Borszczów,Bochnia,Ortsgemeinden,37,52,15,154,146,300,288,,12,,,,1,,,,0,,,
411,Wola Drwińska,Borszczów,Bochnia,Ortsgemeinden,37,53,402,290,274,564,557,,7,,,,0,,,,0,,,
412,Wrzępia,Borszczów,Bochnia,Ortsgemeinden,37,54,387,302,346,648,644,,4,,,,0,,,,0,,,
413,Wyżyce,Borszczów,Bochnia,Ortsgemeinden,37,55,279,255,245,500,493,,7,,,,0,,,,0,,,
414,Zatoka,Borszczów,Bochnia,Ortsgemeinden,37,56,137,108,100,208,208,,,,,,0,,sum_ortsgemeinden,,0,,,
415,Summe der Ortsgemeinden,Borszczów,Bochnia,Ortsgemeinden,37,,23087,21106,22173,43279,40191,69,2747,272,,,0,,,,0,,,
416,Baczków,Borszczów,Bochnia,Gutsgebiete,37,1,5,4,3,7,7,,,,,,0,ad 1,,,0,,,
417,Barczków,Borszczów,Bochnia,Gutsgebiete,37,2,142,15,16,31,28,,3,,,,0,ad 2,,,0,,,
418,Bessów,Borszczów,Bochnia,Gutsgebiete,37,3,164,39,45,84,71,,13,,,,0,ad 3,,,0,,,
419,Bieńkowice,Borszczów,Bochnia,Gutsgebiete,37,4,222,26,27,53,50,,3,,,,0,ad 4,,,0,,,
420,Bogucice,Borszczów,Bochnia,Gutsgebiete,37,5,70,3,4,7,7,,,,,,0,ad 6,,,0,,,
421,Bratucice ad S,Borszczów,Bochnia,Gutsgebiete,37,6,1143,1,2,3,3,,,,,,0,,,,0,,,
422,Brzeźnica,Borszczów,Bochnia,Gutsgebiete,37,7,334,8,7,15,6,,9,,,,0,ad 9,,,0,,,
423,Buczyna,Borszczów,Bochnia,Gutsgebiete,37,8,286,,,,,,,,,,0,ad 11,,,,,,
424,Cerekiew,Borszczów,Bochnia,Gutsgebiete,37,9,207,11,14,25,22,,3,,,,0,ad 12,,,0,,,
425,Chełm,Borszczów,Bochnia,Gutsgebiete,37,10,2,1,2,3,3,,,,,,0,ad 13,,,0,,,
426,Dąbrowica-Chrosto-wa,Borszczów,Bochnia,Gutsgebiete,37,11,483,44,51,95,88,,7,,,,0,ad 15,,,0,,,
427,Damienice,Borszczów,Bochnia,Gutsgebiete,37,12,21,3,6,9,9,,,,,,0,ad 19,,,0,,,
428,Dziewin,Borszczów,Bochnia,Gutsgebiete,37,13,1763,1,1,2,2,,,,,,0,ad 21,,,0,,,
429,Gawłówek,Borszczów,Bochnia,Gutsgebiete,37,14,1682,7,9,16,16,,,,,,0,ad 23,,,0,,,
430,Gierczyce,Borszczów,Bochnia,Gutsgebiete,37,15,173,20,13,33,18,,15,,,,0,ad 24,,,0,,,
431,Gorzków,Borszczów,Bochnia,Gutsgebiete,37,16,230,10,7,17,10,,7,,,,0,ad 25,,,0,,,
432,Grobla,Borszczów,Bochnia,Gutsgebiete,37,17,1970,10,9,19,19,,,,,,0,ad 27,,,0,,,
433,Jodłówka,Borszczów,Bochnia,Gutsgebiete,37,18,337,5,8,13,18,,,,,,0,ad 28,,,1,,,
434,Kolanów,Borszczów,Bochnia,Gutsgebiete,37,19,200,4,6,10,6,,4,,,,0,ad 29,,,0,,,
435,Krzeczów,Borszczów,Bochnia,Gutsgebiete,37,20,145,10,10,20,20,,,,,,0,ad 30,,,0,,,
436,Łapezyca,Borszczów,Bochnia,Gutsgebiete,37,21,262,3,7,10,4,,6,,,,0,ad 32,,,0,,,
