country,province,city,year,field,value
UKR,Zhitomir,ROMANOV,1897,total_population,5645
UKR,Zhitomir,ROMANOV,1939,jewish_population,1720
UKR,Zhitomir,ROMANOV,,pre_deportation_population,1720
UKR,Zhitomir,ROMANOV,,date_of_deportation,7/10/1941
UKR,Zhitomir,ROMANOV,,perished,2198
UKR,Zhitomir,ROMANOV,1925,school,TRUE
UKR,Zhitomir,ROMANOVKA,,initial_jewish_settlement,1830
UKR,Zhitomir,ROMANOVKA,,formal_community_foundation,
UKR,Zhitomir,ROMANOVKA,1897,jewish_population,379
UKR,Zhitomir,ROMANOVKA,,date_of_deportation,7/7/1941
UKR,Zhitomir,RUZHIN,,initial_jewish_settlement,17EX
UKR,Zhitomir,RUZHIN,,formal_community_foundation,
UKR,Zhitomir,RUZHIN,1897,jewish_population,3599
UKR,Zhitomir,RUZHIN,1897,total_population,5016
UKR,Zhitomir,RUZHIN,1939,jewish_population,1108
UKR,Zhitomir,RUZHIN,,date_of_deportation,9/10/1941
UKR,Zhitomir,RUZHIN,,perished,750
UKR,Zhitomir,SLOVECHNO,,initial_jewish_settlement,17MX
UKR,Zhitomir,SLOVECHNO,,formal_community_foundation,
UKR,Zhitomir,SLOVECHNO,1897,jewish_population,885
UKR,Zhitomir,SLOVECHNO,1897,total_population,1570
UKR,Zhitomir,SLOVECHNO,1939,jewish_population,879
UKR,Zhitomir,SLOVECHNO,,date_of_deportation,8/18/1941
UKR,Zhitomir,TROYANOV,,initial_jewish_settlement,17XX
UKR,Zhitomir,TROYANOV,,formal_community_foundation,
UKR,Zhitomir,TROYANOV,1897,jewish_population,1469
UKR,Zhitomir,TROYANOV,1897,total_population,7224
UKR,Zhitomir,TROYANOV,1939,jewish_population,581
UKR,Zhitomir,TROYANOV,1856,Notable Figure Participation,"Aharon David Gordon, a leader of the Zionist pioneer movement and a founder of Deganya Alef"
UKR,Zhitomir,USHOMIR,,initial_jewish_settlement,1750
UKR,Zhitomir,USHOMIR,,formal_community_foundation,
UKR,Zhitomir,USHOMIR,1897,jewish_population,1754
UKR,Zhitomir,USHOMIR,1897,total_population,2381
UKR,Zhitomir,USHOMIR,1926,jewish_population,1749
UKR,Zhitomir,VASKOVICHI,,initial_jewish_settlement,18EX
UKR,Zhitomir,VASKOVICHI,,formal_community_foundation,
UKR,Zhitomir,VASKOVICHI,1897,jewish_population,198
UKR,Zhitomir,VASKOVICHI,1897,total_population,1877
UKR,Zhitomir,VASKOVICHI,1926,jewish_population,234
UKR,Zhitomir,VELEDNIKI,,initial_jewish_settlement,1757
UKR,Zhitomir,VELEDNIKI,,formal_community_foundation,
UKR,Zhitomir,VELEDNIKI,1897,jewish_population,507
UKR,Zhitomir,VELEDNIKI,1897,total_population,1143
UKR,Zhitomir,VERKHOVNIA,,initial_jewish_settlement,
UKR,Zhitomir,VERKHOVNIA,,formal_community_foundation,
UKR,Zhitomir,VERKHOVNIA,1897,jewish_population,316
UKR,Zhitomir,VERKHOVNIA,1897,total_population,2440
UKR,Zhitomir,VERKHOVNIA,1926,jewish_population,104
UKR,Zhitomir,VIAZOVKA,,initial_jewish_settlement,18XX
UKR,Zhitomir,VIAZOVKA,,formal_community_foundation,
UKR,Zhitomir,VIAZOVKA,1897,jewish_population,239
UKR,Zhitomir,VIAZOVKA,1897,total_population,1178
UKR,Zhitomir,VIAZOVKA,1926,jewish_population,165
UKR,Zhitomir,VIAZOVKA,,date_of_deportation,8/21/1941
UKR,Zhitomir,VISTUPOVICHI,,initial_jewish_settlement,
UKR,Zhitomir,VISTUPOVICHI,,formal_community_foundation,
UKR,Zhitomir,VISTUPOVICHI,1897,jewish_population,109
UKR,Zhitomir,VISTUPOVICHI,1897,total_population,1032
UKR,Zhitomir,VISTUPOVICHI,1926,jewish_population,204
UKR,Zhitomir,VISTUPOVICHI,,date_of_deportation,8/22/1941
UKR,Zhitomir,VOLODARSK VOHLINSKII,,initial_jewish_settlement,
UKR,Zhitomir,VOLODARSK VOHLINSKII,,formal_community_foundation,
UKR,Zhitomir,VOLODARSK VOHLINSKII,1897,jewish_population,2018
UKR,Zhitomir,VOLODARSK VOHLINSKII,1897,total_population,3228
UKR,Zhitomir,VOLODARSK VOHLINSKII,1939,jewish_population,988
UKR,Zhitomir,VOLODARSK VOHLINSKII,,date_of_deportation,8/12/1941
UKR,Zhitomir,VOLODARSK VOHLINSKII,,perished,143
UKR,Zhitomir,YANUSHPOL,,initial_jewish_settlement,1569
UKR,Zhitomir,YANUSHPOL,,formal_community_foundation,
UKR,Zhitomir,YANUSHPOL,1897,jewish_population,1251
UKR,Zhitomir,YANUSHPOL,1897,total_population,5085
UKR,Zhitomir,YANUSHPOL,1939,jewish_population,721
UKR,Zhitomir,YANUSHPOL,,date_of_deportation,5/29/1942
UKR,Zhitomir,YANUSHPOL,,deported,80
UKR,Zhitomir,YANUSHPOL,,perished,680
UKR,Zhitomir,YANUSHPOL,1935,school,TRUE
UKR,Zhitomir,ZHITOMIR,,initial_jewish_settlement,17EX
UKR,Zhitomir,ZHITOMIR,,formal_community_foundation,
UKR,Zhitomir,ZHITOMIR,1751,jewish_population,346
UKR,Zhitomir,ZHITOMIR,1791,jewish_population,1261
UKR,Zhitomir,ZHITOMIR,1897,jewish_population,30738
UKR,Zhitomir,ZHITOMIR,1897,total_population,65422
UKR,Zhitomir,ZHITOMIR,1939,jewish_population,29503
UKR,Zhitomir,ZHITOMIR,,date_of_deportation,1941-07-XX
UKR,Zhitomir,ZHITOMIR,,deported,4000
UKR,Zhitomir,ZHITOMIR,,perished,4745
UKR,Zhitomir,ZHITOMIR,1848,school,TRUE
UKR,Zhitomir,ZHITOMIR,1862,school,TRUE
UKR,Zhitomir,ZHITOMIR,1920,community_center,TRUE
UKR,Zhitomir,ZHITOMIR,1938,school,TRUE
UKR,Zhitomir,ZHITOMIR,192X,Youth Groups Active,"Hashomer Hatzair, Deror, and Tze�irei Tziyyon"
UKR,Zhitomir,ANDRUSHEVKA,,initial_jewish_settlement,17MX
UKR,Zhitomir,ANDRUSHEVKA,,formal_community_foundation,
UKR,Zhitomir,ANDRUSHEVKA,1897,jewish_population,430
UKR,Zhitomir,ANDRUSHEVKA,1897,total_population,2682
UKR,Zhitomir,ANDRUSHEVKA,1927,jewish_population,300
UKR,Zhitomir,ANDRUSHEVKA,1939,jewish_population,658
UKR,Zhitomir,ANDRUSHEVKA,,date_of_deportation,7/16/1941
UKR,Zhitomir,ANDRUSHEVKA,,perished,1747
UKR,Zhitomir,ANDRUSHEVKA,1939,school,TRUE
UKR,Zhitomir,ANDRUSHEVKA,,date_of_deportation,
UKR,Zhitomir,BARANOVKA,,initial_jewish_settlement,16XX
UKR,Zhitomir,BARANOVKA,,formal_community_foundation,
UKR,Zhitomir,BARANOVKA,1939,jewish_population,1447
UKR,Zhitomir,BARANOVKA,1939,total_population,6312
UKR,Zhitomir,BARANOVKA,,date_of_deportation,
UKR,Zhitomir,BARANOVKA,1900,school,TRUE
UKR,Zhitomir,BELILOVKA,,initial_jewish_settlement,17EX
UKR,Zhitomir,BELILOVKA,,formal_community_foundation,
UKR,Zhitomir,BELILOVKA,1765,jewish_population,124
UKR,Zhitomir,BELILOVKA,1897,jewish_population,2223
UKR,Zhitomir,BELILOVKA,1897,total_population,4851
UKR,Zhitomir,BELILOVKA,1926,jewish_population,1897
UKR,Zhitomir,BELILOVKA,,date_of_deportation,
UKR,Zhitomir,BIKOVKA,,initial_jewish_settlement,18XX
UKR,Zhitomir,BIKOVKA,,formal_community_foundation,
UKR,Zhitomir,BIKOVKA,1897,jewish_population,92
UKR,Zhitomir,BIKOVKA,1939,jewish_population,151
UKR,Zhitomir,BIKOVKA,1939,total_population,1872
UKR,Zhitomir,BIKOVKA,,date_of_deportation,
UKR,Zhitomir,EMILCHINO,,initial_jewish_settlement,18EX
UKR,Zhitomir,EMILCHINO,,formal_community_foundation,
UKR,Zhitomir,EMILCHINO,1897,jewish_population,1049
UKR,Zhitomir,EMILCHINO,1897,total_population,2477
UKR,Zhitomir,EMILCHINO,1939,jewish_population,1115
UKR,Zhitomir,EMILCHINO,,date_of_deportation,
UKR,Zhitomir,EMILCHINO,,perished,507
UKR,Zhitomir,EMILCHINO,1939,school,TRUE
UKR,Zhitomir,HUTA BRONITSKA,,initial_jewish_settlement,
UKR,Zhitomir,HUTA BRONITSKA,,formal_community_foundation,
UKR,Zhitomir,HUTA BRONITSKA,1939,jewish_population,166
UKR,Zhitomir,HUTA BRONITSKA,1939,total_population,1412
UKR,Zhitomir,HUTA BRONITSKA,,date_of_deportation,
UKR,Zhitomir,HUTA BRONITSKA,,date_of_deportation,7/13/1941
HUN,Zemplen,BEKECS,,initial_jewish_settlement,17XX
HUN,Zemplen,BEKECS,,formal_community_foundation,
HUN,Zemplen,BEKECS,1880,jewish_population,109
HUN,Zemplen,BEKECS,1930,jewish_population,101
HUN,Zemplen,BEKECS,,date_of_deportation,7/16/1944
HUN,Zemplen,BODROGKERESZTUR,,initial_jewish_settlement,1726
HUN,Zemplen,BODROGKERESZTUR,,formal_community_foundation,
HUN,Zemplen,BODROGKERESZTUR,1880,jewish_population,336
HUN,Zemplen,BODROGKERESZTUR,1930,jewish_population,535
HUN,Zemplen,BODROGKERESZTUR,1941,jewish_population,455
HUN,Zemplen,BODROGKERESZTUR,,pre_deportation_population,455
HUN,Zemplen,BODROGKERESZTUR,,date_of_deportation,5/16/1944
HUN,Zemplen,BODROGKERESZTUR,1767,synagogues,TRUE
HUN,Zemplen,BODROGKERESZTUR,1784,school,TRUE
HUN,Zemplen,CIGAND,,initial_jewish_settlement,18EX
HUN,Zemplen,CIGAND,,formal_community_foundation,
HUN,Zemplen,CIGAND,1930,jewish_population,229
HUN,Zemplen,CIGAND,,date_of_deportation,5/31/1944
HUN,Zemplen,CIGAND,123,school,TRUE
HUN,Zemplen,ERDOBENYE,,initial_jewish_settlement,17EX
HUN,Zemplen,ERDOBENYE,,formal_community_foundation,
HUN,Zemplen,ERDOBENYE,1880,jewish_population,332
HUN,Zemplen,ERDOBENYE,1930,jewish_population,153
HUN,Zemplen,ERDOBENYE,,date_of_deportation,5/25/1944
HUN,Zemplen,GESZTELY,,initial_jewish_settlement,1736
HUN,Zemplen,GESZTELY,,formal_community_foundation,
HUN,Zemplen,GESZTELY,1880,jewish_population,120
HUN,Zemplen,GESZTELY,1930,jewish_population,69
HUN,Zemplen,GESZTELY,,date_of_deportation,5/25/1944
HUN,Zemplen,HERNADNEMETI,,initial_jewish_settlement,17LX
HUN,Zemplen,HERNADNEMETI,,formal_community_foundation,
HUN,Zemplen,HERNADNEMETI,1851,jewish_population,31
HUN,Zemplen,HERNADNEMETI,1930,jewish_population,58
HUN,Zemplen,HERNADNEMETI,,pre_deportation_population,11
HUN,Zemplen,HERNADNEMETI,,date_of_deportation,6/3/1944
HUN,Zemplen,HERNADNEMETI,,deported,11
HUN,Zemplen,LEGYESBENYE,,initial_jewish_settlement,17LX
HUN,Zemplen,LEGYESBENYE,,formal_community_foundation,
HUN,Zemplen,LEGYESBENYE,1880,jewish_population,78
HUN,Zemplen,LEGYESBENYE,1930,jewish_population,60
HUN,Zemplen,LEGYESBENYE,,date_of_deportation,5/25/1944
HUN,Zemplen,MAD,,initial_jewish_settlement,17EX
HUN,Zemplen,MAD,,formal_community_foundation,
HUN,Zemplen,MAD,1890,jewish_population,897
HUN,Zemplen,MAD,1941,jewish_population,304
HUN,Zemplen,MAD,,date_of_deportation,6/12/1944
HUN,Zemplen,MAD,1899,school,TRUE
HUN,Zemplen,MEGYASZO,,initial_jewish_settlement,17LX
HUN,Zemplen,MEGYASZO,,formal_community_foundation,
HUN,Zemplen,MEGYASZO,1880,jewish_population,151
HUN,Zemplen,MEGYASZO,1930,jewish_population,99
HUN,Zemplen,MEGYASZO,,date_of_deportation,5/25/1944
HUN,Zemplen,MONOK,,initial_jewish_settlement,1735
HUN,Zemplen,MONOK,,formal_community_foundation,1830
HUN,Zemplen,MONOK,1880,jewish_population,198
HUN,Zemplen,MONOK,1941,jewish_population,66
HUN,Zemplen,MONOK,,date_of_deportation,6/12/1944
HUN,Zemplen,MONOK,,formal_community_foundation,183X
HUN,Zemplen,MONOK,,pre_deportation_population,66
HUN,Zemplen,OLASZLISZKA,,initial_jewish_settlement,17EX
HUN,Zemplen,OLASZLISZKA,,formal_community_foundation,
HUN,Zemplen,OLASZLISZKA,1850,jewish_population,191
HUN,Zemplen,OLASZLISZKA,1930,jewish_population,227
HUN,Zemplen,OLASZLISZKA,,pre_deportation_population,227
HUN,Zemplen,OLASZLISZKA,,date_of_deportation,5/25/1944
HUN,Zemplen,RICSE,,initial_jewish_settlement,1811
HUN,Zemplen,RICSE,,formal_community_foundation,1918
HUN,Zemplen,RICSE,1880,jewish_population,122
HUN,Zemplen,RICSE,1930,jewish_population,171
HUN,Zemplen,RICSE,,pre_deportation_population,171
HUN,Zemplen,RICSE,,date_of_deportation,6/6/1944
HUN,Zemplen,SAROSPATAK,,initial_jewish_settlement,17EX
HUN,Zemplen,SAROSPATAK,,formal_community_foundation,
HUN,Zemplen,SAROSPATAK,1869,jewish_population,801
HUN,Zemplen,SAROSPATAK,1930,jewish_population,1096
HUN,Zemplen,SAROSPATAK,1930,total_population,10960
HUN,Zemplen,SAROSPATAK,,date_of_deportation,5/15/1944
HUN,Zemplen,SAROSPATAK,1885,school,TRUE
HUN,Zemplen,SATORALJAUJHELY,,initial_jewish_settlement,17EX
HUN,Zemplen,SATORALJAUJHELY,,formal_community_foundation,1760
HUN,Zemplen,SATORALJAUJHELY,1825,jewish_population,1217
HUN,Zemplen,SATORALJAUJHELY,1869,jewish_population,3253
HUN,Zemplen,SATORALJAUJHELY,1920,jewish_population,6446
HUN,Zemplen,SATORALJAUJHELY,1941,jewish_population,4160
HUN,Zemplen,SATORALJAUJHELY,,pre_deportation_population,4160
HUN,Zemplen,SATORALJAUJHELY,,date_of_deportation,5/16/1944
HUN,Zemplen,SATORALJAUJHELY,,deported,3500
HUN,Zemplen,SATORALJAUJHELY,,survived,400
HUN,Zemplen,SATORALJAUJHELY,1785,school,TRUE
HUN,Zemplen,SATORALJAUJHELY,1836,school,TRUE
HUN,Zemplen,SATORALJAUJHELY,1887,school,TRUE
HUN,Zemplen,SZEGI,,initial_jewish_settlement,
HUN,Zemplen,SZEGI,,formal_community_foundation,
HUN,Zemplen,SZEGI,1930,jewish_population,72
HUN,Zemplen,SZEGI,,pre_deportation_population,72
HUN,Zemplen,SZEGI,,date_of_deportation,5/31/1944
HUN,Zemplen,SZERENCS,,initial_jewish_settlement,1770
HUN,Zemplen,SZERENCS,,formal_community_foundation,
HUN,Zemplen,SZERENCS,1770,jewish_population,215
HUN,Zemplen,SZERENCS,1880,jewish_population,407
HUN,Zemplen,SZERENCS,1930,jewish_population,955
HUN,Zemplen,SZERENCS,,date_of_deportation,6/10/1944
HUN,Zemplen,TAKTAHARKANY,,initial_jewish_settlement,1812
HUN,Zemplen,TAKTAHARKANY,,formal_community_foundation,
HUN,Zemplen,TAKTAHARKANY,1930,jewish_population,72
HUN,Zemplen,TAKTAHARKANY,,date_of_deportation,5/31/1944
HUN,Zemplen,TALLYA,,initial_jewish_settlement,17LX
HUN,Zemplen,TALLYA,,formal_community_foundation,
HUN,Zemplen,TALLYA,1840,jewish_population,340
HUN,Zemplen,TALLYA,1941,jewish_population,173
HUN,Zemplen,TALLYA,,date_of_deportation,6/15/1944
HUN,Zemplen,TALLYA,,perished,140
HUN,Zemplen,TALLYA,1840,synagogues,TRUE
HUN,Zemplen,TARCAL,,initial_jewish_settlement,1746
HUN,Zemplen,TARCAL,,formal_community_foundation,
HUN,Zemplen,TARCAL,1896,jewish_population,280
HUN,Zemplen,TARCAL,1930,jewish_population,321
HUN,Zemplen,TARCAL,1941,jewish_population,299
HUN,Zemplen,TARCAL,,date_of_deportation,5/16/1944
HUN,Zemplen,TARCAL,1860,synagogues,TRUE
HUN,Zemplen,TARCAL,1901,school,TRUE
HUN,Zemplen,TISZALUC,,initial_jewish_settlement,16XX
HUN,Zemplen,TISZALUC,,formal_community_foundation,
HUN,Zemplen,TISZALUC,1930,jewish_population,174
HUN,Zemplen,TISZALUC,,date_of_deportation,6/15/1944
HUN,Zemplen,TISZALUC,,date_of_deportation,6/12/1944
HUN,Zemplen,TOKAJ,,initial_jewish_settlement,17EX
HUN,Zemplen,TOKAJ,,formal_community_foundation,
HUN,Zemplen,TOKAJ,1880,jewish_population,1161
HUN,Zemplen,TOKAJ,1944,jewish_population,958
HUN,Zemplen,TOKAJ,,pre_deportation_population,958
HUN,Zemplen,TOKAJ,,date_of_deportation,5/18/1944
HUN,Zemplen,TOKAJ,,survived,112
HUN,Zemplen,TOKAJ,1856,school,TRUE
HUN,Zemplen,TOKAJ,1889,synagogues,TRUE
HUN,Zemplen,TOKAJ,1919-1921,Defense,The local authorities refused to let White Terror gangs enter T. (1919-21) and the Jews remained untouched.
HUN,Zemplen,TOLCSVA,,initial_jewish_settlement,1735
HUN,Zemplen,TOLCSVA,,formal_community_foundation,
HUN,Zemplen,TOLCSVA,1880,jewish_population,392
HUN,Zemplen,TOLCSVA,1930,jewish_population,258
HUN,Zemplen,TOLCSVA,,date_of_deportation,7/4/1944
HUN,Zemplen,TOLCSVA,1864,synagogues,TRUE
HUN,Zemplen,TOLCSVA,1864,school,TRUE
HUN,Zemplen,VAJDACSKA,,initial_jewish_settlement,18EX
HUN,Zemplen,VAJDACSKA,,formal_community_foundation,
HUN,Zemplen,VAJDACSKA,1930,jewish_population,62
HUN,Zemplen,VAJDACSKA,,date_of_deportation,5/16/1944
HUN,Zemplen,VITKA,,initial_jewish_settlement,17MX
HUN,Zemplen,VITKA,,formal_community_foundation,
HUN,Zemplen,VITKA,1880,jewish_population,270
HUN,Zemplen,VITKA,,pre_deportation_population,72
HUN,Zemplen,VITKA,,date_of_deportation,6/2/1944
HUN,Zemplen,ZEMPLENAGARD,,initial_jewish_settlement,18EX
HUN,Zemplen,ZEMPLENAGARD,,formal_community_foundation,
HUN,Zemplen,ZEMPLENAGARD,1930,jewish_population,137
HUN,Zemplen,ZEMPLENAGARD,,date_of_deportation,5/16/1944
HOL,Zeeland,MIDDELBURG,,initial_jewish_settlement,16LX
HOL,Zeeland,MIDDELBURG,,formal_community_foundation,1700
HOL,Zeeland,MIDDELBURG,1850,jewish_population,429
HOL,Zeeland,MIDDELBURG,1941,jewish_population,56
HOL,Zeeland,MIDDELBURG,1941,total_population,18079
HOL,Zeeland,MIDDELBURG,,date_of_deportation,3/1/1942
HOL,Zeeland,MIDDELBURG,1800,school,TRUE
HOL,Zeeland,VLISSINGEN,,initial_jewish_settlement,18XX
HOL,Zeeland,VLISSINGEN,,formal_community_foundation,18XX
HOL,Zeeland,VLISSINGEN,1870,jewish_population,129
HOL,Zeeland,VLISSINGEN,1941,jewish_population,38
HOL,Zeeland,VLISSINGEN,1941,total_population,19699
HOL,Zeeland,VLISSINGEN,,date_of_deportation,3/1/1942
HOL,Zeeland,VLISSINGEN,,survived,2
HOL,Zeeland,ZIERIKZEE,,initial_jewish_settlement,18EX
HOL,Zeeland,ZIERIKZEE,,formal_community_foundation,
HOL,Zeeland,ZIERIKZEE,1860,jewish_population,91
HOL,Zeeland,ZIERIKZEE,1941,jewish_population,27
HOL,Zeeland,ZIERIKZEE,1941,total_population,6902
LIT,Zarasai,ANTALIEPTE,,initial_jewish_settlement,
LIT,Zarasai,ANTALIEPTE,,formal_community_foundation,
LIT,Zarasai,ANTALIEPTE,1897,jewish_population,474
LIT,Zarasai,ANTALIEPTE,,date_of_deportation,8/26/1941
LIT,Zarasai,DUSETOS,,initial_jewish_settlement,15XX
LIT,Zarasai,DUSETOS,,formal_community_foundation,
LIT,Zarasai,DUSETOS,1897,jewish_population,1158
LIT,Zarasai,DUSETOS,1923,jewish_population,704
LIT,Zarasai,DUSETOS,,date_of_deportation,8/26/1941
LIT,Zarasai,DUSETOS,1930,synagogues,TRUE
LIT,Zarasai,DUSETOS,1930,school,TRUE
LIT,Zarasai,DUSETOS,1930,Zionist Organizations,
LIT,Zarasai,DUSETOS,,formal_community_foundation,15XX
LIT,Zarasai,DUSETOS,1923,synagogues,TRUE
LIT,Zarasai,DUSETOS,1923,school,TRUE
LIT,Zarasai,IMBRADAS,,initial_jewish_settlement,
LIT,Zarasai,IMBRADAS,,formal_community_foundation,
LIT,Zarasai,IMBRADAS,1923,jewish_population,50
LIT,Zarasai,SALAKAS,,initial_jewish_settlement,
LIT,Zarasai,SALAKAS,,formal_community_foundation,
LIT,Zarasai,SALAKAS,1897,jewish_population,1582
LIT,Zarasai,SALAKAS,,pre_deportation_population,300
LIT,Zarasai,SALAKAS,,date_of_deportation,8/2/1941
LIT,Zarasai,SALAKAS,1897,synagogues,TRUE
LIT,Zarasai,ZARASAI,,initial_jewish_settlement,1838
LIT,Zarasai,ZARASAI,,formal_community_foundation,1838
LIT,Zarasai,ZARASAI,1866,jewish_population,3562
UKR,Zaprozhe,SLADKOVODNOYE,,initial_jewish_settlement,1853
UKR,Zaprozhe,SLADKOVODNOYE,,formal_community_foundation,1853
UKR,Zaprozhe,SLADKOVODNOYE,1858,jewish_population,561
UKR,Zaprozhe,SLADKOVODNOYE,1897,jewish_population,430
UKR,Zaprozhe,SLADKOVODNOYE,1926,jewish_population,345
UKR,Zaprozhe,SLADKOVODNOYE,,date_of_deportation,12/12/1941
UKR,Zaprozhe,SLADKOVODNOYE,,perished,199
UKR,Zaprozhe,SLADKOVODNOYE,1930,school,TRUE
UKR,Zaprozhe,ARBAYTHEYM,,initial_jewish_settlement,192X
UKR,Zaprozhe,ARBAYTHEYM,,formal_community_foundation,192X
UKR,Zaprozhe,ARBAYTHEYM,,perished,50
UKR,Zaprozhe,ARBAYTHEYM,,formal_community_foundation,1929
UKR,Zaprozhe,ARBAYTHEYM,,date_of_deportation,
UKR,Zaprozhe,ARBAYTHEYM,1940,Clandestine Zionist Cell,
UKR,Zaprozhe,ASKANYIA NOVA,,initial_jewish_settlement,
UKR,Zaprozhe,ASKANYIA NOVA,,formal_community_foundation,
UKR,Zaprozhe,ASKANYIA NOVA,1939,jewish_population,22
UKR,Zaprozhe,ASKANYIA NOVA,,date_of_deportation,3/5/1942
UKR,Zaprozhe,ASKANYIA NOVA,,perished,200
UKR,Zaprozhe,CHERVONOARMEYSKOYE,,initial_jewish_settlement,18LX
UKR,Zaprozhe,CHERVONOARMEYSKOYE,,formal_community_foundation,
UKR,Zaprozhe,CHERVONOARMEYSKOYE,1897,jewish_population,390
UKR,Zaprozhe,CHERVONOARMEYSKOYE,1897,total_population,9327
UKR,Zaprozhe,CHERVONOARMEYSKOYE,1939,jewish_population,157
UKR,Zaprozhe,CHERVONOARMEYSKOYE,,date_of_deportation,
UKR,Zaprozhe,CHONGAR,,initial_jewish_settlement,1922
UKR,Zaprozhe,CHONGAR,,formal_community_foundation,
UKR,Zaprozhe,CHONGAR,,date_of_deportation,
UKR,Zaprozhe,CHONGAR,,perished,18
UKR,Zaprozhe,CHONGAR,1922,school,TRUE
UKR,Zaprozhe,GAYCHUR,,initial_jewish_settlement,18LX
UKR,Zaprozhe,GAYCHUR,,formal_community_foundation,
UKR,Zaprozhe,GAYCHUR,,date_of_deportation,
UKR,Zaprozhe,GORKAYA,,initial_jewish_settlement,1850
UKR,Zaprozhe,GORKAYA,,formal_community_foundation,
UKR,Zaprozhe,GORKAYA,1858,jewish_population,488
UKR,Zaprozhe,GORKAYA,,date_of_deportation,
UKR,Zaprozhe,GULAY POLE,,initial_jewish_settlement,
UKR,Zaprozhe,GULAY POLE,,formal_community_foundation,
UKR,Zaprozhe,GULAY POLE,1897,jewish_population,1173
UKR,Zaprozhe,GULAY POLE,1897,total_population,9497
UKR,Zaprozhe,GULAY POLE,,date_of_deportation,1/28/1942
UKR,Zaprozhe,GULAY POLE,,perished,500
UKR,Zaprozhe,KAMENKA,,initial_jewish_settlement,
UKR,Zaprozhe,KAMENKA,,formal_community_foundation,
UKR,Zaprozhe,KAMENKA,,perished,31
UKR,Zaprozhe,KATHERINOVKA,,initial_jewish_settlement,
UKR,Zaprozhe,KATHERINOVKA,,formal_community_foundation,
UKR,Zaprozhe,KATHERINOVKA,,perished,92
UKR,Zaprozhe,KRASNOSELKA,,initial_jewish_settlement,1845
UKR,Zaprozhe,KRASNOSELKA,,formal_community_foundation,
UKR,Zaprozhe,KRASNOSELKA,1858,jewish_population,623
UKR,Zaprozhe,KRASNOSELKA,1897,jewish_population,515
UKR,Zaprozhe,KRASNOSELKA,1926,jewish_population,442
UKR,Zaprozhe,MELITOPOL,,initial_jewish_settlement,
UKR,Zaprozhe,MELITOPOL,,formal_community_foundation,
UKR,Zaprozhe,MELITOPOL,1897,jewish_population,6563
UKR,Zaprozhe,MELITOPOL,1897,total_population,15489
UKR,Zaprozhe,MELITOPOL,1939,jewish_population,6040
UKR,Zaprozhe,MELITOPOL,,pre_deportation_population,1800
UKR,Zaprozhe,MELITOPOL,,date_of_deportation,
UKR,Zaprozhe,MELITOPOL,,perished,3049
UKR,Zaprozhe,MELITOPOL,1923,school,TRUE
UKR,Zaprozhe,MEZHERICH,,initial_jewish_settlement,1846
UKR,Zaprozhe,MEZHERICH,,formal_community_foundation,1846
UKR,Zaprozhe,MEZHERICH,1858,jewish_population,540
UKR,Zaprozhe,MEZHERICH,1897,jewish_population,448
UKR,Zaprozhe,MEZHERICH,1897,total_population,549
UKR,Zaprozhe,MEZHERICH,1926,jewish_population,289
UKR,Zaprozhe,MEZHERICH,,date_of_deportation,
UKR,Zaprozhe,MEZHERICH,1935,school,TRUE
UKR,Zaprozhe,MIKHAYLOVKA,,initial_jewish_settlement,1903
UKR,Zaprozhe,MIKHAYLOVKA,,formal_community_foundation,
UKR,Zaprozhe,MIKHAYLOVKA,1910,jewish_population,926
UKR,Zaprozhe,MIKHAYLOVKA,1910,total_population,23568
UKR,Zaprozhe,MIKHAYLOVKA,1939,jewish_population,102
UKR,Zaprozhe,MIKHAYLOVKA,,date_of_deportation,
UKR,Zaprozhe,MIKHAYLOVKA,,perished,170
UKR,Zaprozhe,MOLOCHANSK,,initial_jewish_settlement,
UKR,Zaprozhe,MOLOCHANSK,,formal_community_foundation,
UKR,Zaprozhe,MOLOCHANSK,1939,jewish_population,249
UKR,Zaprozhe,MOLOCHANSK,1939,total_population,11676
UKR,Zaprozhe,MOLOCHANSK,,date_of_deportation,
UKR,Zaprozhe,MOLOCHANSK,,perished,68
UKR,Zaprozhe,NADEZHNAIA,,initial_jewish_settlement,1855
UKR,Zaprozhe,NADEZHNAIA,,formal_community_foundation,1855
UKR,Zaprozhe,NADEZHNAIA,1858,total_population,532
UKR,Zaprozhe,NADEZHNAIA,1897,jewish_population,634
UKR,Zaprozhe,NADEZHNAIA,1926,jewish_population,476
UKR,Zaprozhe,NADEZHNAIA,,date_of_deportation,
UKR,Zaprozhe,NADEZHNAIA,,perished,63
UKR,Zaprozhe,NADEZHNAIA,1910,school,TRUE
UKR,Zaprozhe,NECHAYEVKA,,initial_jewish_settlement,1853
UKR,Zaprozhe,NECHAYEVKA,,formal_community_foundation,1853
UKR,Zaprozhe,NECHAYEVKA,1853,total_population,386
UKR,Zaprozhe,NECHAYEVKA,1897,jewish_population,239
UKR,Zaprozhe,NECHAYEVKA,,date_of_deportation,
UKR,Zaprozhe,NECHAYEVKA,,formal_community_foundation,
UKR,Zaprozhe,NECHAYEVKA,1853,jewish_population,386
UKR,Zaprozhe,NECHAYEVKA,,perished,125
UKR,Zaprozhe,NOGAYSK,,initial_jewish_settlement,
UKR,Zaprozhe,NOGAYSK,,formal_community_foundation,
UKR,Zaprozhe,NOGAYSK,1897,jewish_population,508
