id,content
134,"APC Heves dist., Hungary. Jews apparently settled in the early 19th cent. and numbered 116 in 1930. They maintained a synagogue and school. Most of the Jews, about 30 families, were deported to Auschwitz via Hatvan from 12 June 1944."
135,"APE Vidzeme (Livonia) dist., Latvia. The J. pop. early in the cent. was 200 but by 1935 dropped to 82 (total 922). Most stores were J.-owned. The Jews were murderedby the Germans in summer 1941."
136,"APELDOORN Gelderland dist., Holland. Jews first settledin A. in the late 18th cent.In the 19th cent. the community grew slowly andachievedindependencein 1890. The J. pop. in 1888 was 53.In the 20th cent. the J. pop. growth accelerated, primarily due "
137,"APLERBECK Westphalia,Germany. Six Jews were present in 1818. The community reached a peak pop. of 125 (total 9,772) in 1905, becoming independent in 1911 with three attached communities: Soelde, Schueren, and Berghofen. Most Jews engaged in trade and"
138,"APOLLONIA (Marsa Susa) Cyrenaica dist., Libya. Egyptian Jews settled in A. in the Greek and Roman period (4 B.CE.-1 cE). The Jews maintained close ties with J. centers in Egypt andEretz Israel, suffering severely in the rebellion of 115-17 CE. Althou"
139,"APOSTAG Pest-Pilis-Solt-Kiskun dist. Hungary. Jews arrived in the first half of the 17th cent., fleeing the Christian reconquest from the Turks. A new community was formed in the 18th cent. by Jews from Austria, Czechoslovakia, and Moravia, growing t"
140,"APOSTOLOVO Dnepropetrovsk dist, Ukraine. The J. pop. in 1939 was 81 (total 9,997). The Germans captured A. on 17 Aug. 1941 and probably in fall 1941 murdered 129 Jews there."
141,"APPINGEDAM Groningen dist., Holland. J. settlement dates back to 1563, when a Jew received permission to settle there. Jews lived there continuously until the Holocaust. In the 18th cent. the community developedandgrew.The J.pop. in 1809 was130.Durin"
142,"ARAD S. Transylvaniadist., Rumania. Jews first settled in the mid-18th cent. A synagogue was built in 1759. In 1868 the community joined theNeolog association. R. Aharon Horin (1766-1844) was one of the founders of Reform Judaism in Hungary. He estab"
143,"ARBAYTHEYM Zaporozhe dist., Ukraine. A. was founded as a J. colony, probably in the early 1920s, and was attachedto theNovo-Zlatopol J. Autonomous Region when it was established in 1929. The Soviet secret police (NKVD) uncovered aclandestine Zionist "
144,"ARBUZINKA Odessa dist., Ukraine. The J. pop. in 1939 was 99 (total 6,772). The Germans captured A. on 5 Aug. 1941 and probably murdered the Jews who had neither fled nor been evacuated in the fall."
145,"ARCHANGELSKAYA Krasnodar territory, Russia. In late Nov. 1942, a few Jews were arrested and murdered in the village. After it was liberated, 70 bodies were found in several pits, apparently all Jews."
146,"ARCHSHOFEN Wuerttemberg, Germany. Jews could settle from the early 18th cent. but the community was limited to 15 families. They were permitted to engage only in the cattle trade, which remained their main source of livelihood even when restrictions "
147,"ARCIZ Bessarabia, Rumania, today Republic of Moldova. Jews first settled in the mid-19th cent. In 1900, 44 families were on the verge of starvation causedby drought and werehelpedby other communities. The J. pop. in 1930 was 842 (29% of the total). A"
148,"ARDED (Hung. Erdod) N. Transylvania dist., Rumania. Jews settledin the mid-18th cent. and engaged in agriculture. The J. pop. in 1930 was 124 (3% of the total). In May 1944 the community was transferred to the Satu Mare ghetto and in June deported to"
149,"ARGENSCHWANG Rhineland, Germany. Jews probably settled in the mid-18th cent., numbering 66 (total 454) in 1858 and 29 in 1932. Jews worked as cattle dealers, butchers, and horse traders. The community maintained a J. school in the second half of the "
150,"ARHEILGEN Hesse, Germany. Established around 1800, the community numbered 111 in 1828 but dwindled to 24 (0.4% of the total) in 1910. The Nazis, who failed to gain wide support in A. before 1933, organized murderous outrages on Kristallnacht (9-10 No"
151,"ARINIS (Hung. Egerhat) N. Transylvania dist., Rumania. Jews settled in the late 18th or early 19th cent. J. pop. (1920): 92 (13% of the total). In May 1944 the J. community was transferred to the Simleul Silvanie: ghetto and then deported to Auschwit"
152,"ARIOGALA (Yid. Eragala or Ragala) Kedainai dist., Lithuania. A.'s J. community began in the 18th cent. By 1897 the J. pop. was 1,541 (65 %) of the total. The tribulations of WWI, fire, and emigration to the Russian interior, the U.S., South Africa, a"
153,"ARLON (Flem. Aarlen) Belgium. Established after the independence of Belgium in 1831, the J. community numbered 102 in 1834 and 147 in 1864. The Jews had originally come from Lorraine andGermany.Most were merchants and relatively prosperous. The new s"
154,"ARMAVIR Krasnodar territory, Russia. The first Jews, settling in the late 19th cent., were demobilized soldiers and their families, members of the intelligentsia, well-to-do merchants, and artisans whose skills were in demand. There was a trend towar"
155,"ARMYIANSK Crimea, Russia, today Ukraine. Jews probably settled in the late 19th cent. A Zionist group was already active in the early 20th cent. and the community had its own rabbi before WWI. In 1926, the J. pop. was 156, dropping to 107 (total 3,96"
156,"ARNHEM Gelderland dist., Holland. J. settlement began in the 13th cent. The Jews suffered in the Black Death persecutions of 1348-49. A community was officially recognized in 1765. A synagogue was built in 1799 and a larger one in 1853. In the 19th c"
157,"ARNSBERG Westphalia, Germany. Jews may have been present as early as the mid-14th cent. but only from 1810, under Hessian rule, did the community begin to grow, reaching a pop. of 140 (total 20,360) in 1821. An organized community existed from 1824 a"
158,"ARNSTADT Thuringia, Germany. The community, which had a synagogue (mentioned in 1347), suffered persecutions in the mid-13th century and was almost entirely destroyed in the Black Death disturbances of 1348-49. A J. settlement developed only in the m"
159,"ARNSTEIN Lower Franconia, Germany. Jews were present at the time of the Rindfleisch massacres in 1298 and operated a synagogue and school in the first half of the 19th cent. The J. pop. declined steadily from 81 in 1814 to 29 in 1933 (total 1,652). T"
160,"ARNSWALDE (Pol. Choszczno) Brandenburg, Germany, today Poland. A J. community is mentioned in A. from 1321. In the 16th cent. and most of the 17th cent., there is little evidence of Jews. The community had 208 members in 1880. It maintained a synagog"
161,"AROLSEN Hesse dist., Germany. Waldeck's landgrave invited Jews to settle there around 1725 and a community was organized, numbering 69 (3% of the total) in 1880. After Kristallnacht (9-10 Nov. 1938) theremainingJews dispersed.In 1946 theInternational"
162,"ARTA (Narda)Arta dist., Greece.Benjamin of Tudela, the 12th cent. J. traveler, recorded the presence of a J. community in A. and a community existed in the 14th and 15th cents. It reached its spiritual and financial peak in the 16th cent., when it wa"
163,"ARTIOMOVSK (until 1924, Bakhmut) Stalino dist., Ukraine. Jews probably settled in the early 19th cent. with the development of chemical industries, particularly the salt industry. In 1897, the J. pop. was 3,259 (total 19,316). Many Jews were killed a"
164,"ASARE Courland dist., Latvia. The J. pop. in 1930 was 18; fate unknown in the Holocaust."
165,"ASCHAFFENBURG (in J. sources, Oshburg, Astenburg) Lower Franconia, Germany. Jews may have been present as early as the mid-12th cent. An organized community with a synagogue existed in the mid-14th cent. The community was nearly destroyedin the Armle"
166,"ASCHBACH Upper Franconia,Germany. The community was founded in the first half of the 18th cent. with asynagogue erected in 1748 and aschool building in 1831. It refused to attach itself to the Liberal Bamberg district rabbinate in 1914, preferring th"
167,"ASCHENHAUSEN Thuringia, Germany. Jews first settled in A. in 1695 and the J. pop. was seven families in 1707. The community established a synagogue anda cemetery.In the 19th cent., Jewsmadeup half of the total pop., reaching an absolute majority in 1"
168,"ASCHERSLEBEN Saxony, Germany. Jews are first mentioned in 1325. They lived outside the town in the Jews' village (Jodendorp) until their expulsion in 1494 on the orders of the Bishop of Halberstadt. It was not until after 1767 that a community once a"
169,"ASKANYIA NOVA Zaporozhedist.,Ukraine. J. scientistsandacademicians weredrawn to the town in the Soviet period when it became a scientific center. In 1939, 22 remained. The Germans captured A. on 14 Sept. 1941 and on 5 March 1942, at the nearby mines,"
170,"ASSEN Drenthe dist., Holland. A few Jews settledin the 18th cent. Their numbers increased from 26 in 1809 to 498 in 1883. The community continued to develop between the World Wars. There were about 420 Jews in 1941 (total 20,566). On 2 Oct. 1942, the"
171,"ASSENHEIM Hesse, Germany. Jews lived there around1277-1349 andfrom thelate 15th cent.onward. Prominentin the cattle trade,they numbered87 (9% of thetotal) in 1861.Thelast few weredeportedtoPoland on 30 Sept. 1942."
172,ASSLAR Hesse Germany. Jews lived there from the 18th cent. and (together with those in Hermannstein) numbered 55 in 1835. By 1910 the community had dwindled to 31 andmost of theremainingJews left before WWII.
173,"ASTI Piedmont, Italy. The J. presence in A. originated at the beginning of the 14th cent., when Jews expelled from France took refuge there. They were followed by Jews from Germany, and after 1492, from Spain. The concessions they received from the a"
174,"ASUNE Latgale dist., Latvia. The J. pop. in 1930 was 24; murderedby the Germans in summer 1941."
175,"ASZOD Pest-Pilis-Solt-Kiskun dist, Hungary. Jews, mainly from Moravia, settled in the early 18th cent. About 200 Jews left for Adony in the mid-19th cent. after the J. pop. reached a peak of 530 in 1840. The community formed a Neologist congregation "
176,"ATHENS (Athenes, Atina, Athinai, Athine) capital of Greece. The roots of this community stretch back to antiquity. Jews settled in A. by the second cent. B.C.E. and inscriptions testifying to the presence of a community date from the first centuries "
177,"AUB (in J. sources, Ava, Oyb) Lower Franconia, Germany. Jews are mentioned as victims of the Rindfleisch massacres of 1298. The modern community is known from the early 17th cent., and suffered greatly in the Thirty Years War. During the 17th cent. m"
178,"AUCE (Yid. Oitz) Zemgale (Courland) dist., Latvia. Jews arrived with the founding of the town in the 18th cent. The community was under the jurisdiction of Tukums until 1905. During WWI, J. homes and property were destroyed. In 1935 the J. pop. was 1"
179,"AUERBACH Hesse, Germany. Established around 1770, the community numbered 120 (8% of the total) in 1861andhadcloseties with theJewsofneighboring Bensheim.By 1933 it had dwindled to 49 andin 1938 the synagogue was purchasedby a non-Jew. On Kristallnach"
180,"AUFHAUSEN Wuerttemberg, Germany. Jews first settled in the 16th cent. and maintained a continuous presence from the late 17th, engaging in the cattle and grain trade and reaching a peak pop. of 378 in 1854. Thereafter their number declined rapidly, w"
181,"AUFSESS (also Oberaufsess)Upper Franconia,Germany. Jews were present in the first half of the 14th cent., fleeing in the Thirty Years War and renewing the settlement in the latter 17th cent. under the protection of Carl Heinrich, the ruler of A., who"
182,"AUGSBURG Swabia, Germany. The J. community probably dated from the second half of the 12th cent. During the medieval period the Jews lived in a quarter called Judenberg with a synagogue, bathhouse, and wedding hall known from the 13th cent. A rabbi ("
183,"AUGUSTOW Bialystok dist., Poland. The firstJews settled in 1564. In 1578 they were granted a charter from King StephenBathory permitting them to engage in trade and crafts,including the sale of alcoholic beverages.In the 17th cent. Jews were particul"
184,"AUKSTADVARIS (Yid. Visoki-Dvor) Troki dist., Lithuania. Jews began settling by the 17th cent. The J. pop. in 1888 was 194 (28% of the total). In the late 19th cent. Vilna, 40 miles away, was the source of A.'s J. cultural, educational, and economic l"
