id,name,region,country,modern_country,presence_type,year_code,source,alternative_names,events,notes
192,AZUOLU BUDA,Marijampole,Lithuania,,jews_present,1899,In 1899 a Zionist organization was founded here,"[{'lang': 'yid', 'name': 'Dambava Buda'}]",[],
193,BABENHAUSEN,Hesse,Germany,,community_present,18XX,The modern community developed in the 19th cent.,[],"[{'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'medieval community ended', 'source': 'Jews lived there until the Black Death persecutions of 1348–49'}]",
194,BABENKA,Kiev,Ukraine,,POP,1790,Jews numbered 42 in 1790,[],[],
195,BABIAK,Lodz,Poland,,jews_present,1857,"In 1857, 240 Jews ... were living here",[],[],
196,BABINOVICHI,Vitebsk,Belorussia,,POP,1897,The J. pop. was 552 ... in 1897,[],[],
197,BABOCSA,Somogy,Hungary,,jews_arrived,17EX,Jews settled in the first half of the 18th cent.,[],[],
198,BABTAI,Kaunas,Lithuania,,jews_present,18XX,"In the 19th cent., J. merchants developed lumber and agricultural exports","[{'lang': 'yid', 'name': 'Babet'}]",[],
199,BABTSHINCY,Vinnitsa,Ukraine,,POP,1847,The J. pop. was 105 in 1847,[],[],
200,BAC,Vojvodina,Yugoslavia,,jews_present,18XX,Jews lived there from the 19th cent.,[],[],
201,BACAU,Moldavia,Rumania,,community_present,17LX,A J. community existed in the late 18th cent.,[],"[{'event': 'Blood libel and pogrom', 'year': '1824', 'impact': 'pogroms against Jews', 'source': 'blood libels ... sparked pogroms'}, {'event': 'Blood libel and pogrom', 'year': '1838', 'impact': 'pogroms against Jews', 'source': 'blood libels ... sparked pogroms'}, {'event': 'Persecution and riots', 'year': '1884', 'impact': 'J. merchants persecuted; local riots', 'source': 'in 1884 J. merchants were persecuted and local riots'}, {'event': 'Blood libel and pogrom', 'year': '1886', 'impact': 'pogroms against Jews', 'source': 'blood libels ... sparked pogroms'}]",
202,BACESTI,Moldavia,Rumania,,jews_arrived,18MX,Jews settled here in the mid-19th cent.,[],[],
203,BACHARACH,Rhineland,Germany,,jews_present,1146,Three local J. families found shelter ... in 1146,[],"[{'event': 'Second Crusade persecutions', 'year': '1146', 'impact': 'heads of three local families murdered', 'source': 'The heads of the families were later murdered'}]",
204,BACKA PALANKA,Vojvodina,Yugoslavia,,community_founded,1771,was renewed from 1771,[],[],
205,BACKA TOPOLA,Vojvodina,Yugoslavia,,jews_arrived,18XX,Jews settled during the 19th cent.,[],[],
206,BACKI PETROVAC,Vojvodina,Yugoslavia,,jews_arrived,17LX,Jews settled there at the end of the 18th cent.,[],[],
207,BACKO PETROVO SELO,Vojvodina,Yugoslavia,,community_founded,18XX,A J. community was established in the 18th cent.,[],"[{'event': 'Blood libel', 'year': '1903', 'impact': 'antisemitism culminated', 'source': 'Antisemitism culminated in 1903 with a blood libel'}]",
208,BACOVO,Carpatho-Russia,Czechoslovakia,Ukraine,jews_arrived,18EX,Jews probably settled in the early 19th cent.,"[{'lang': 'hun', 'name': 'Bacso'}, {'lang': 'hun', 'name': 'Bacsava'}, {'lang': 'yid', 'name': 'Batschive'}]",[],
209,BACSALMAS,Bacs-Bodrog,Hungary,,jews_arrived,17MX,Jews settled in the mid-18th cent.,[],[],
210,BACZKI,Lublin,Poland,,jews_arrived,18LX,Jews first settled in the 1860s,[],[],
211,BAD BUCHAU,Wuerttemberg,Germany,,jews_present,15XX,Jews were present in the 16th cent.,[],"[{'event': 'Restrictions', 'year': '18XX', 'impact': 'residence and trade restrictions; high taxes', 'source': 'Throughout the 18th cent., the community was subjected to residence and trade restrictions as well as high ta...'}]",
212,BAD DRIBURG,/,/,/,POP,,see BAD DRIBURG.,[],[],see BAD DRIBURG.
212,BAD DRIBURG,Westphalia,Germany,,first_mention,1652,Jews are first mentioned in 1652,[],[],
213,BAD DUERKHEIM,Palatinate,Germany,,first_mention,1309,Jews are mentioned in 1309,[],"[{'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'community destroyed', 'source': 'It was destroyed in the Black Death persecutions of 1348-49'}]",
214,BAD EMS,Hesse-Nassau,Germany,,community_founded,1738,"community, established by eight families around 1738",[],[],
214,BAD EMS,,,,POP,,see BAD EMS.,[],[],
215,BADEN,Lower Austria,Austria,,jews_arrived,1806,Jews first settled here in 1806,[],[],
216,BADEN-BADEN,Baden,Germany,,jews_arrived,1862,permanent residence was only permitted in 1862,[],[],
217,BAD GODESBERG,Rhineland,Germany,,jews_arrived,16XX,J. settlement commenced in the 17th cent.,[],[],
218,BAD HERSFELD,Hesse-Nassau,Germany,,jews_present,14LX,"After the Black Death massacres (1348-49), Jews lived there",[],"[{'event': 'Black Death massacres', 'year': '1348–1349', 'impact': 'massacres', 'source': 'After the Black Death massacres (1348-49)'}]",
219,BAD HOMBURG,Hesse-Nassau,Germany,,community_founded,17XX,a permanent community was only established 350 years later,[],[],
220,BAD HONNEF,Rhineland,Germany,,first_mention,1622,Three Jews under letters of protection were present in 1622,[],[],
221,BAD KISSINGEN,Lower Franconia,Germany,,jews_present,12LX,Jews were victims of the Rindfleisch massacres of 1298,"[{'lang': 'yid', 'name': 'Kischa'}]","[{'event': 'Rindfleisch massacres', 'year': '1298', 'impact': 'Jews victimized', 'source': 'Jews were victims of the Rindfleisch massacres of 1298'}]",
222,BAD KOENIG,Hesse,Germany,,community_founded,17LX,"Established in the late 18th cent., the community",[],[],
223,BAD KREUZNACH,Rhineland,Germany,,jews_present,12XX,A number of J. moneylenders were present in the 13th cent.,[],"[{'event': 'Settlement authorization', 'year': '1336', 'impact': 'authorized to settle 60 Jews', 'source': 'In 1336, Count Sponheim was authorized to settle 60 Jews'}]",
224,BAD MERGENTHEIM,Wuerttemberg,Germany,,jews_present,1292,A few J. families were present in 1292,[],"[{'event': 'Rindfleisch massacres', 'year': '1298', 'impact': '16 Jews murdered', 'source': '16 Jews were murdered in the Rindfleisch massacres of 1298'}, {'event': 'Armleder massacres', 'year': '1336–1339', 'impact': 'others murdered', 'source': 'others in the Armleder massacres of 1336-39'}, {'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'others murdered', 'source': 'and the Black D...'}]",
224,BAD MERGENTHEIM,,,,POP,,see BAD MERGENTHEIM,[],[],
225,BAD MINGOLSHEIM,Baden,Germany,,jews_arrived,17XX,Jews first settled in the 18th cent.,[],[],
226,BAD NAUHEIM,Hesse,Germany,,jews_present,1348,The first Jews living in the medieval village of Nauheim were expelled in the Black Death persecutions of 1348-49,[],"[{'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'Jews expelled', 'source': 'were expelled in the Black Death persecutions of 1348-49'}, {'event': 'Expulsion', 'year': '1539', 'impact': 'Jews expelled', 'source': 'and again in 1539'}, {'event': 'Schutzgeld taxation', 'year': '', 'impact': 'unfair taxation', 'source': 'Unfair taxation known as Schutzgeld'}]",
227,BAD NEUENAHR,Rhineland,Germany,,first_mention,1618,A Street of the Jews is mentioned in 1618,[],[],
228,BAD NEUSTADT,Lower Franconia,Germany,,jews_present,1298,Jews were victimized in the Rindfleisch massacres of 1298,[],"[{'event': 'Rindfleisch massacres', 'year': '1298', 'impact': 'Jews victimized', 'source': 'Jews were victimized in the Rindfleisch massacres of 1298'}, {'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'Jews victimized', 'source': 'and the Black Death persecutions of 1348-49'}]",
229,BAD ORB,Hesse-Nassau,Germany,,jews_present,1348,Jews living there fell victim to the Black Death persecutions of 1348-49,[],"[{'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'Jews fell victim', 'source': 'fell victim to the Black Death persecutions of 1348-49'}]",
230,BAD POLZIN,Pomerania,Germany,Poland,first_mention,1711,Mention of a Jew in B. is first made in 1711,"[{'lang': 'pol', 'name': 'Połczyn Zdrój'}]",[],
231,BAD PYRMONT,Hanover,Germany,,community_present,1819,by 1819 there was a community,[],[],
232,BAD RAPPENAU,Baden,Germany,,first_mention,1675,Jews are first mentioned in 1675,[],"[{'event': 'Anti-Jewish violence', 'year': '1848', 'impact': 'violence during the revolution', 'source': 'There was anti-J. violence during the 1848 revolution'}]",
233,BAD SALZELMEN,Saxony,Germany,,jews_present,12LX,evidence of the presence of Jews... in the second half of the 13th cent.,[],[],
234,BAD SALZSCHLIRF,Hesse-Nassau,Germany,,community_founded,19EX,Established after 1900,[],[],
235,BAD SALZUFLEN,Lippe,Germany,,community_present,1552,first J. settlement with a synagogue and a cemetery existed from 1552,[],[],
236,BAD SCHWALBACH,Hesse-Nassau,Germany,,community_founded,1680,Established around 1680,[],[],
237,BAD SEGEBERG,Schleswig-Holstein,Germany,,community_founded,1793,no J. community existed until 1793,[],[],
238,BAD SODEN,Hesse-Nassau,Germany,,community_founded,1849,an independent community was not established until 1849,[],"[{'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'Jews fell victim', 'source': 'Jews in medieval Soden fell victim to the Black Death persecutions of 1348-49'}]",
239,BAD WILDUNGEN,Hesse-Nassau,Germany,,community_founded,1866,A community was not established there until 1866,[],[],
240,BAEVO,Vitebsk,Belorussia,,POP,1897,The J. pop. was 505 (total 906) in 1897,[],[],
241,BAGAMER,Bihar,Hungary,,jews_arrived,17LX,Jews settled in the second half of the 18th cent.,[],[],
242,BAGASLAVISKIS,Ukmerge,Lithuania,,POP,1914,had 50 J. families prior to WWI,[],[],
243,BAGNOLET,Seine-Saint-Denis,France,,jews_arrived,18LX,Jews settled in B. at the end of the 19th cent.,[],[],
244,BAIA MARE,N. Transylvania,Rumania,,community_present,1860,A J. community existed from 1860,"[{'lang': 'hun', 'name': 'Nagybánya'}]",[],
245,BAIA SPRIE,N. Transylvania,Rumania,,jews_arrived,18MX,Jews settled in this mining town in the late 1850s,"[{'lang': 'hun', 'name': 'Felsőbánya'}]",[],
246,BAIERSDORF,Middle Franconia,Germany,,jews_present,13XX,Jews may have been present as early as the 14th cent.,"[{'lang': 'yid', 'name': 'Fayersdorf'}]",[],
247,BAIERTAL,Baden,Germany,,jews_arrived,16LX,The first Jews arrived after the Thirty Years War,[],[],
248,BAINETI,Bukovina,Rumania,Ukraine,POP,1930,The J. pop. in 1930 was 23,[],[],Attached to the Siret community; no independent institutions.
249,BAISINGEN,Wuerttemberg,Germany,,jews_arrived,1640,the permanent settlement dates from 1640,[],[],
250,BAISOGALA,Kedainiai,Lithuania,,community_founded,17LX,The J. community began at the end of the 18th cent.,"[{'lang': 'yid', 'name': 'Baisegale'}]",[],
251,BAJA,Bacs-Bodrog,Hungary,,jews_arrived,17EX,Jews settled in the first half of the 18th cent.,[],[],
252,BAJMOK,Vojvodina,Yugoslavia,,jews_present,18LX,Jews lived in B. from the late 19th cent.,[],[],
253,BAKALARZEWO,Bialystok,Poland,,jews_present,18LX,In the late 19th cent. B. became a resort and this provided many of its Jews with new livelihoods,[],"[{'event': 'World War I disruptions', 'year': '1914–1918', 'impact': 'large numbers fled; 141 remained', 'source': 'Large numbers fled during WWI, leaving 141'}]",
254,BAKHCHISARAY,Crimea,Russia,Ukraine,jews_present,12EX,Krimchaks lived in Chufat-Kale ... in the early 13th cent.,[],[],
255,BAKHMACH,Chernigov,Ukraine,,jews_present,1897,had a J. pop. of 491 in 1897,[],"[{'event': 'Pogrom', 'year': '1905', 'impact': '', 'source': 'Pogroms were staged in 1905'}, {'event': 'Pogrom', 'year': '1919', 'impact': '', 'source': 'and in Sept. 1919'}]",
256,BAKSZTY,Nowogrodek,Poland,Belarus,POP,1897,The J. pop. was 172 in 1897,[],[],
257,BAKTALORANTHAZA,Szabolcs,Hungary,,jews_present,17EX,Jews were present by the early 18th cent.,[],[],
258,BALABANOVKA,Vinnitsa,Ukraine,,jews_present,17LX,About ten Jews were present in the latter half of the 18th cent.,[],[],
259,BALACEANA,Bukovina,Rumania,,jews_arrived,18LX,Jews settled in the late 19th cent.,[],[],
260,BALAKLAVA,Crimea,Russia,Ukraine,jews_present,1919,A council of Russian Zionists convened here on 18-22 Sept. 1919,[],"[{'event': 'Zionist council convened', 'year': '1919', 'impact': 'council of Russian Zionists held with Meir Dizengoff participating', 'source': 'A council of Russian Zionists convened here on 18-22 Sept. 1919'}]",
261,BALASSAGYARMAT,Nograd,Hungary,,jews_present,16LX,Jews were present in the late 17th cent.,[],[],
262,BALATONBOGLAR,Somogy,Hungary,,jews_arrived,17MX,Jews settled in the mid-18th cent.,[],[],
263,BALATONFURED,Zala,Hungary,,first_mention,1746,Jews are first mentioned in 1746.,[],[],
264,BALATONSZEMES,Somogy,Hungary,,jews_arrived,17XX,Jews arrived in the 18th cent.,[],[],
265,BALBIERISKIS,Marijampole,Lithuania,,community_founded,16MX,The J. community began in the mid-17th cent.,"[{'lang': 'yid', 'name': 'Balbirishok'}]",[],
266,BALBRONN,Bas-Rhin,France,,jews_present,1784,The J. community numbered 170 members in 1784,[],[],
267,BALIGROD,Lwow,Poland,,jews_arrived,17LX,The first Jews arrived ... in the late 18th cent.,[],[],
268,BALKANY,Szabolcs,Hungary,,jews_arrived,17EX,Jews arrived in the early 18th cent,[],[],
269,BALLIN,Kamenets-Podolski,Ukraine,,jews_arrived,17XX,Jews settled in the 18th cent.,[],"[{'event': 'Haidamak attacks', 'year': '', 'impact': 'numbers dwindled', 'source': 'dwindling in number after Haidamak attacks'}]",
270,BALMAZUJVAROS,Hajdu,Hungary,,jews_present,1784,Jews were present by 1784.,[],[],
271,BALNINKAI,Ukmerge,Lithuania,,community_founded,17LX,The J. community was established at the end of the 18th cent.,"[{'lang': 'yid', 'name': 'Balnik'}]",[],
272,BALTA,,Moldavia,Ukraine,jews_arrived,15EX,J. settlement commenced in the early 16th cent.,[],"[{'event': 'Haidamak attacks', 'year': '1768', 'impact': 'Jews victimized', 'source': 'In 1768, the Jews were victimized in Haid...'}]",
273,BALTI,Bessarabia,Rumania,Republic of Moldova,jews_arrived,18LX,Jews were among the founders ... in the late 18th cent.,[],[],
274,BANHIDA,Komarom,Hungary,,jews_arrived,18LX,Jews settled in the late 18th cent.,[],[],
275,BANILA PE CEREMUS,Bukovina,Rumania,,jews_arrived,18LX,Jews first settled in the late 19th cent.,"[{'lang': 'ger', 'name': 'Banila'}, {'lang': 'rus', 'name': 'Banila'}]",[],
276,BANILA PE SIRET,Bukovina,Rumania,Ukraine,jews_arrived,18EX,Jews first settled in the early 19th cent.,[],[],
277,BANJA LUKA,Bosnia-Hercegovina,Yugoslavia,Republic of Bosnia,jews_arrived,17EX,Sephardi Jews first settled in the early 18th cent.,[],[],
278,BANOVCE,Slovakia,Czechoslovakia,Republic of Slovakia,jews_arrived,16XX,Jews probably settled in the 17th cent.,"[{'lang': 'hun', 'name': 'Banoc'}]",[],
279,BANSKA BYSTRICA,Slovakia,Czechoslovakia,Republic of Slovakia,jews_arrived,1855,Jews arrived c. 1855,"[{'lang': 'hun', 'name': 'Besztercebanya'}]",[],
280,BANSKA STIAVNICA,Slovakia,Czechoslovakia,Republic of Slovakia,first_mention,13MX,Jews are mentioned in 1367,"[{'lang': 'hun', 'name': 'Selmecbanya'}]",[],
281,BAR,Vinnitsa,Ukraine,,jews_arrived,15XX,Jews settled in the 16th cent.,[],"[{'event': 'Chmielnicki massacres', 'year': '1648', 'impact': '2,000 Jews killed', 'source': ""In 1648 Chmielnicki's troops killed 2,000 Jews""}]",
282,BAR-LE-DUC,Meuse,France,,community_founded,1789,"In 1789, the community was renewed",[],"[{'event': 'expulsions', 'year': 'to 1477', 'impact': 'community interrupted', 'source': 'presence ... interrupted by expulsions, the last occurring in 1477'}]",
283,BARA,Moldavia,Rumania,,community_present,16EX,A flourishing J. community existed here before 1618,[],[],
284,BARABAS,Bereg,Hungary,,first_mention,1851,Jews are mentioned in 1851,[],[],
285,BARAN,Vitebsk,Belorussia,,jews_present,1929,"In 1929, 17 J. families worked on a kolkhoz",[],[],
286,BARAND,Bihar,Hungary,,jews_arrived,18LX,Jews settled in the late 19th cent.,[],[],
287,BARANOVKA,Zhitomir,Ukraine,,jews_present,16XX,Jews were present in the 17th cent.,[],[],
288,BARANOW (I),Lwow,Poland,,community_founded,17XX,After renewal in the 18th cent.,[],"[{'event': 'upheavals', 'year': '16MX', 'impact': 'community ceased to exist', 'source': 'community ... ceased to exist with the upheavals of the mid-17th cent.'}]",
289,BARANOW (II),Lublin,Poland,,jews_arrived,16XX,Jews settled in the 17th cent.,[],[],
290,BARANOWICZE,Nowogrodek,Poland,Belarus,jews_arrived,18LX,Jews began settling ... in the 1870s,[],[],
291,BARASHI,Zhitomir,Ukraine,,first_mention,1752,A J. community is first mentioned in 1752,[],[],
292,BARAVUKHA,Vitebsk,Belorussia,,jews_present,19EX,Jews operated private farms in the early 20th cent.,[],[],
293,BARCA,Slovakia,Czechoslovakia,Republic of Slovakia,community_founded,17LX,The community was founded in the late 18th cent.,[],[],
294,BARCE,Cyrenaica,Libya,,jews_arrived,03XX,Jews initially settled in B. in the fourth cent. B.C.,[],"[{'event': 'Jewish revolt against Rome', 'year': '115–117', 'impact': 'some Jews were forced westward', 'source': ""With the crushing of the J. revolt against Rome in 115–17 … some of B.'s Jews were forced westward""}]",
295,BARCHFELD,Hesse-Nassau,Germany,,POP,1720,"Numbering 76 in 1720, the community maintained a synagogue",[],[],
296,BARCS,Somogy,Hungary,,jews_arrived,1770,Jews from Moravia settled in about 1770,[],[],
297,BARDEJOV,Slovakia,Czechoslovakia,Republic of Slovakia,jews_present,15XX,Jews were present for a short while in the 16th cent.,"[{'lang': 'hun', 'name': 'Bartfa'}]","[{'event': 'Expulsion', 'year': '1631', 'impact': 'Jews expelled', 'source': '… and expelled in 1631'}]",
298,BARKASOVO,Carpatho-Russia,Czechoslovakia,Ukraine,jews_arrived,18MX,Jews probably arrived in the mid-19th cent.,"[{'lang': 'hun', 'name': 'Barkaszo'}]",[],
299,BARLAD,Moldavia,Rumania,,first_mention,1762,In 1762 a Street of J. Merchants existed in B.,[],[],
300,BARR,Bas-Rhin,France,,community_founded,18LX,The J. community was established in the second half of the 19th cent.,[],[],
301,BARSANA,N. Transylvania,Rumania,,jews_arrived,17EX,Jews settled in the early 18th cent.,"[{'lang': 'hun', 'name': 'Barcanfalva'}, {'lang': 'yid', 'name': 'Birsanov'}]",[],
