line_id,code,prov,dist,name,ziv_yearcode,year_code,upper_bound,lower,mid_range,source,note,cen,approx_code
103,VLH_LTS_BRZH,Volhynia,Lutsk,Berezhnitsa,15LX,1648,1648,1648,1648,"After 100 Jews lost their lives in theChmielnicki massacres of 1648-49, the community only began to grow in the 19th cent., reaching a peak pop. of 2,160 (total 2,964) in 1897 but declining to 1,372 in",נחרבה עי חמילנצקי ושוקמה מאוחר יותר,1600,
104,KHR_ANN_BRZV,Kherson,Ananev,Berezovka,1881,1881,1881,1881,1881,"A pogrom took place on 26-27 April 1881. In 1897, the J. pop. was 3,458 (total 6,154). A government school for J. children was operating in the early 20th cent. In the 1920s, under the Soviets, a J. elementary school",,1800,
105,KHR_KHR_BRSL,Kherson,Kherson,Berislav,18EX,18EX,1850,1800,1825,"J. settlement began in the early 19th cent. In 1882 Jews were attacked and J. property was destroyed in a pogrom. The J. pop. was 2,642 (total 12,149) in 1897 and 230 in 1939 under the Soviets. During the 1930s, a f",,1800,EX
106,POD_OLG_BRSH,Podolia,Olgopol,Bershad,15EX,15XX,1600,1500,1550,"J. settlement probably began in the 16th cent. In the 17th and 18th cent., Chmielnicki's Cossacks and the Haidamaks attacked the Jews. In the 17th cent., many Jews came under the influence of Shabbateanism and in the",,1500,XX
107,VTB_LPL_BSHN,Vitebsk,Lepel,Beshenkovichi,17EX,17EX,1750,1700,1725,"Jews settled in the first half of the 18th cent. and reached a pop. of 3,182 (total 4,423) in 1897, dropping to 1,487 in 1926 in the wake of internal migration under the Soviets. A J. council, established in 1",,1700,EX
108,PRU_PSN_BTSC,Preussen,Miedzyrzecz,Betsche,,17MX,1775,1750,1750,"Germany, today Poland. By the mid-18th century, there was a J. community and several renowned rabbis were active here. The J. pop. reached a peak in 1840, numbering 173 (12% of the local pop.). It dropped to",,1700,MX
109,KVN_KVN_BTYG,Kovno,Kovno,Betygola,18LX,1923,1923,1923,1923,"The J. pop. in 1923 was 85 (25% of the total). When Germany invaded in June 1941, there were 11 J. families. Lithuanian nationalists took control of B., banished the Jews to two nearby J. estates, gathered them al",,1900,
110,RDM_OPC_BLCZ,Radom,Opoczno,Białaczów,,1860,1860,1860,1860,Jews first settled here in 1860 and were affiliated with the community at Zarnow. The majority were Gur and Aleksander Hasidim. The 100-member J. community in 1939 grew to 350 with the influx of refugees by 1941. In Oct.,,1800,
111,SDL_BLA_BLPD,Siedlce,Biala,Biała Podlaska,,16EX,1650,1600,1625,"An organized community with a synagogue and cemetery existed in the first half of the 17th cent., under the jurisdiction of Brest-Litovsk. The community prospered and grew rapidly in the 18th cent. The well-to-do",,1600,EX
112,PTR_RVA_BLRW,Piotrkow,Rawa,Biała Rawska,,17LX,1800,1775,1775,"Jews lived in B. from the late 18th cent. By the 1920s, 1,429 Jews lived there (61% of the total) and Jews owned the majority of its 66 stores.In Oct. 1941 the 4,000 J. inhabitants and refugees were ghettoized and on",,1700,LX
113,RDM_RDM_BLBR,Radom,Radom,Białobrzegi,,18EX,1850,1800,1825,"Jews settled in the early 19th cent., numbering 436 in 1857 and 1,418 (total 2,419) in 1921. In 1910 a great fire destroyed 100 J. homes and the synagogue. The community recovered with assistance from the Jews of Rad",,1800,EX
114,RDM_KNS_BLGN,Radom,Kielce,Bialogon,,1921,1921,1921,1921,"The J. pop. in 1921 was 252 (total 1,200). The 400 Jews present in 1942, including refugees, were probably deported by the Germans to the Treblinka death camp in Sept. 1942.",,1900,
115,GLC_TRN_BLYK,Galicia,Zloczow,Bialykamień,,1629,1629,1629,1629,"Jews are recorded from 1629 andby the endof the 17th cent.had organizedan independent community, with a pop. of 1,901 out ofa total 3,511 in 1880. Most were tradesman hawking their w",,1600,
116,GRD_BLST_BLST,Grodno,Bielostok,Bielostok,17EX,17EX,1750,1700,1725,"Jews were encouraged to settle in the early 18th cent. by the town's proprietor, Count StephanBranicki. In 1745 the community separated itself from the Tykocin (Titkin) community and became independent. Communal affa",נהייתה קהילה עצמאית מטיקוצין ב 1745,1700,EX
117,GLC_CRC_BCZ,Galicia,Gorlice,Biecz,,17XX,1800,1700,1750,"Only under Austrian rule in the 18th cent. were residence and trade restrictions lifted and a permanent community formed. Jews dealt in cattle, hides, iron, farm produce, and crude oil and were active in light industry. An",,1700,XX
118,WRS_LVC_BLWY,Warszawa,Lowicz,Bielawy,,17XX,1800,1700,1750,A J. community existed from the 18th cent. and numbered 176 in 1857. In early 1941 the Jews were expelled to Warsaw by theGermans and suffered the fate of the Jews there.,,1700,XX
119,VLN_LDA_BLTS,Vilna,Lida,Bielitsy,15EX,15XX,1600,1500,1550,"Jews apparently arrived in the 16th cent., engaging in the lumber trade and opening hostels near the town. Their pop. reached a peak of 679 (total 1,686) in 1897 but fell to 483 in 1921. Between the Wor",המזרחי,1500,XX
120,KHR_SMY_BLPL,Kharkov,Sumy,Bielopole,1721,1897,1897,1897,1897,"The J. pop. was 105 (1% of the total) in 1897 and 125 in 1939. The Germans arrived on 7 Oct. 1941, registering 30 Jews. In early 1942, the Jews were sent to labor in the peat bogs. Afterwards they were sent to Konotop",,1800,
121,PLC_PLT_BLSK,Plock,Plock,Bielsk,,18XX,1900,1800,1850,"The J. community began to develop initially under the auspices of Plock in the 19th cent. Most of the J. craftsmen were tailors and some farmed. Many fled during WWI. The J. pop. reached 249 in 1921 (total 1,573) and drop",,1800,XX
122,GLC_CRC_BL,Galicia,Bielsk,Biała,,16MX,1675,1650,1650,"The two cities, on opposite banks of theBiala River, had a closely intertwinedhistory. Jews settled in Bielsko in the second half of the 17th cent. but the community only began to",,1600,MX
123,PLC_SRP_BZN,Plock,Sierpc,Bieżuń,,18EX,1850,1800,1825,"By the beginning of the 19th cent. the Jews constituted an independent community. In WWI they suffered greatly from both Cossack and German invaders. After the war, when the J. pop. reached 779 (total 2,344), there was inc",,1800,EX
124,VLH_ZHT_BYKV,Volhynia,Zhitomir,Bykovka,18MX,1897,1897,1897,1897,"Jews numbered 92 in 1897 and 151 (total 1,872) in 1939. The Germans captured B. on 9 July 1941, murdering the few Jews who had neither escapednor been evacuated.",,1800,
125,GLC_TRN_BLCZ,Galicia,Brody,Bilcze Złote,,1941,1941,1941,1941,"Between 20 and 30 J. families lived heremostly as farmers over the years. With the Russian retreat in 1941, their Ukrainian neighbors terrorized them and theGermans expelledthemin 1942 to nearbyBorszc",,1900,
126,LBL_BLG_BLGR,Lublin,Bilgoraj,Biłgoraj,,15LX,1600,1575,1575,"The J. settlement was one of the oldest in the Lublin area, dating from the late 16th cent.It was destroyedin the Chmielnicki massacres of 1648-49 and renewed in the 18th cent. Early in the 18th cent, the Kronenberg fam",,1500,LX
127,GLC_LWW_BRCZ,Galicia,Dobromil,Bircza,,1577,1577,1577,1577,"A single J. family is mentioned as early as 1577, but the community only developed in the 19th cent., growing to 1,050 or half the total by 1900. The Jews sufferedrape andpillage at the hands of",,1500,
128,KVN_PNV_BRZH,Kovno,Poneviezh,Birzhi,16EX,16EX,1650,1600,1625,"Jews first settled in B. at the turn of the 17th cent.They wereinvited to develop the economy by nobles of the Radziwill family, who owned theland. The first Jews to arrive wereKaraites, with Rabbanite Jews following in",,1600,EX
129,PRU_OST_BSCH,Preussen,Reszel,Bischofsburg,,18XX,1900,1800,1850,"Germany, today Poland. J. settlement startedprobably only in the 19th cent. In 1871, the J. pop. numbered 134, declining to 79 in 1905. The community maintained a synagogue and a cemetery. On the eve of the",,1800,XX
130,PRU_WST_BSCH,Preussen,Susz,Bischofswerder,,17MX,1775,1750,1750,"Germany, today Poland. Jews settledin B. in the mid-18th cent. They numbered 18 families in 1812 and 190 individuals in 1880. By 1925, the J. pop. came to 35. The community maintained a synagogue (from abo",,1700,MX
131,LBL_LBL_BSKP,Lublin,Lublin,Biskupice,,17MX,1775,1750,1750,"A small J. community was present in the mid-18th cent., growing to 543 (total 1,476) in 1897 but dropping to 129 in 1921 after many left in WWI. Under the German occupation from Sept. 1939,refugees swelled the J. pop.",,1700,MX
132,KLS_KLS_BLSZ,Kalisz,Kalisz,Błaszki,,1764,1764,1764,1764,"By 1764, 56 Jews earned their living here from trading in grain, seeds, and export of eggs. The J. pop. in 1921 was 2,186 (56% of the total). Antisemitic manifestations were frequent in the 1930s. In Dec. 1939 the Jews wer",,1700,
133,WRS_GRT_BLND,Warszawa,Grojec,Blenduv,,1820,1820,1820,1820,"Jews appeared with the founding of the town as an industrial settlement in the 1820s. With the decline of the weavingindustry they turned to small businesses and crafts and from the 1920s, when the J. pop. reached 815 (o",,1800,
134,KIV_RDM_BBR,Kiev,Radomysl,Bober,18EX,1878,1878,1878,1878,"B. was a J. agricultural colony in the 19th cent. with a pop.of eight J. families in 1878. In 1897 Jews numbered 208 (total 633 residents) and engaged mostly in fishing. In 1926, under the Soviets, the J. pop. was 99. The N",,1800,
135,GLC_CRC_BBW,Galicia,Grybow,Bobowa,,1765,1765,1765,1765,"A community of 44 families lived there in 1765. In 1893 the hasidic Bobow dynasty established its court in B., creatingadditional sourcesof income.A yeshiva accommodating 300 students was also establishedand",,1700,
136,MGL_SNN_BBR,Mogilev,Sienno,Bobr,17EX,17EX,1750,1700,1725,"Jewsprobably settled in the first half of the 18th cent., numbering 168 in 1766 and 1,479 (total 2,483) in 1897. In 1926, under the Soviets, their number fell to 1,018. Some Jews worked in agriculture. A J. kolkhoz founde",,1700,EX
137,KHR_ELZ_BBRN,Kherson,Elizavetgrad,Bobrinets,18EX,18EX,1850,1800,1825,"Jewsprobably settledin the early 19th cent. andnumbered3,481 (total 14,281) in 1897. Two talmudei torah existed by the 1880s. In the Soviet period, the J. pop. dropped to 2,265 in 1926 and 654 in 1939. The Germans",,1800,EX
138,GLC_LWW_BBRK,Galicia,Bobrka,Bóbrka,,16LX,1700,1675,1675,"The community, probably founded in the late 17th cent., was based mainly on trade and crafts and included a number of wealthy merchants at the turn of the 19th cent.The J.pop. in 1900 was 2,500",,1600,LX
139,CRN_KZL_BBRV,Chernigov,Kozelets,Bobrovitsa,18MX,18LX,1900,1875,1875,"Jews settled in the latter half of the 19th cent. and numbered 671 (total 5,120) in 1897. Anton Denikin's White Army staged a continuing pogrom from Dec. 1919 to Feb. 1920. In 1939, 122 Jews remained. After their a",,1800,LX
140,KHR_KHR_BBRV,Kherson,Kherson,Bobrovyi Kut,1807,1807,1807,1807,1807,"B. was founded in 1807 by Jews from Mogilev. The J. pop. was 408 in 1810 and 1,248 (total 1,469) in 1897. Aside from farming, the few dozen families here engaged in crafts (as cobblers, etc.). A kolkhoz was esta",,1800,
141,LBL_PLW_BBRW,Lublin,Pulawy,Bobrowniki,,17XX,1800,1700,1750,"In the absence ofresidencerestrictions, Jewswereprobably presentin theMiddle Agesbut apparently only formed an organized community in the 18th cent. Their pop. dropped from 519 in 1857 to 282 (total 1,273) in 1897 aft",,1700,XX
142,MNS_BBR_BBRS,Minsk,Bobruisk,Bobruisk,1776,1776,1776,1776,1776,"The J. pop. grew from 359 in 1776 to 8,866 in 1861 and 20,759 (total 34,336) in 1897. In the late 19th cent. J. breadwinners included 87 wholesale merchants, 1,706 petty traders, 70 farmers, 2,438 artisans, 1,034 d",,1700,
143,VTB_LPL_BCHK,Vitebsk,Lepel,Bocheikovo,18MX,1897,1897,1897,1897,"The J. pop. was 323 (total 722) in 1897 and 183 in 1923 under the Soviets. In 1925, seven J. families earned their livelihoods in agriculture. The Germans occupied the town in July 1941andmurderedin Feb. 1942 tho",,1800,
144,GLC_CRC_BCHN,Galicia,Bochnia,Bochnia,,12XX,1300,1200,1250,"Jews settled in the 13th cent. following the discovery of salt mines and were active in the trade. The organized community was accorded a number of privileges in 1555, but in 1605, following a Host desecration libel, the",,1200,XX
145,GRD_BLS_BTSK,Grodno,Bielsk,Botski,15EX,15XX,1600,1500,1550,"Founded in the 16th cent., the J. settlement was one of the oldest in Poland. Many Jews ran inns and the more substantial merchants dealt in grain, cattle, and hides andhelpeddevelopPoland's economy,expor",,1500,XX
146,PLC_PLT_BDZN,Plock,Plock,Bodzanów,,18LX,1900,1875,1875,"community existed from the late 19th cent. In 1919, Jews were plundered and maltreated by Polish soldiers and later suffered economic hardship. The J. pop. in 1921 was 807 (total 2,093) In March 1941 they were exp",,1800,LX
147,KLC_KLC_BDZN,Kielce,Kielce,Bodzentyn,,18EX,1850,1800,1825,"Jews first settled in the early 19th cent. They numbered 934 (total 3,039) in 1921 and 700 on the eve of the German occupation in Sept. 1939. Their numbers increased to 1,400 with the arrival ofrefugeesin 1940. All wer",,1800,EX
148,POD_BLT_BGCH,Podolia,Balta,Bogachevka,1850,1850,1850,1850,1850,"B. was founded as a J. farm settlement in 1850 and had a pop. of 84 families (418 people, including 146 children). In 1897, the pop. was 506 (all Jews) and in 1926, 2,578 (including 326 Jews). A three-grade J. school",מושבה חקלאית יהודית,1800,
149,RDM_SND_BGR,Radom,Opatow,Bogoria,,1789,1789,1789,1789,"A J. community of 125 was present in 1789. At the turn of the 18th cent., it built a wooden synagoguerenowned for its mirrored ceiling and decorative walls. The J. pop. rose to 450 (total 1,189) in 1921. Many fled eastwa",,1700,
150,MGL_ORS_BGSH,Mogilev,Orsha,Bogushevsk,1811,1811,1811,1811,1811,"The J. pop. was 144 in 1811 and 569 (total 3,280) in 1939. In the Soviet period, a J. elementary school (four grades) was active in the town. Prior to the arrival of the Germans in July 1941, some Jews fled. On 5",,1800,
151,KIV_KNV_BGSL,Kiev,Kanev,Boguslav,16EX,16EX,1650,1600,1625,"J. settlement commencedin the early 17th cent., with the J. pop. reaching 574 in 1765 and 7,445 in 1897. R. Hirsch Menahem and R. Moshe Eikel were among the wellknown rabbis who officiated and were buried in the city. Bo",,1600,EX
152,GLC_STN_BHRD,Galicia,Bohorodczany,Bohorodczany,,16LX,1700,1675,1675,"Jews appear with the founding of the town at the end of the 17th cent. The community grew to a peak of 2,505 (total 4,781) in 1890, after which a decline set in. In the 19th and e",,1600,LX
153,KIV_ZVN_BRK,Kiev,Zvenigorodka,Boiarka,1765,1765,1765,1765,1765,"Jews numbered 13 in 1765 and 721 in 1897.B. attractedJ. summer vacationers, among them the historian Simon Dubnow (1860-1940). Shalom Aleichem (1859-1916) lived and wrote in the town for many years. In July and Sept. 1919",,1700,
154,GLC_STN_BLCH,Galicia,Dolina,Bolechów,,1612,1612,1612,1612,Jews appeared with the founding of the town in 1612 and enjoyed equal rights under its proprietors. The town was burned by the Tartars in 1669 and capturedby the Swedes at the beginning of the 18th c,,1600,
155,BSS_IZM_BLGR,Bessarabia,Izmail,Bolgrad,1869,1869,1869,1869,1869,"It is not known precisely when the Jews began to settle in B. In 1869, the Turks, who controlled B. from 1856 to 1878, tried to expel them from the town. A synagogue and a prayer house for craftsme",,1800,
156,WRS_LVC_BLMW,Warszawa,Lowicz,Bolimów,,17MX,1775,1750,1750,"In themid-18th cent. a number of J. innkeepers settled here. The community numbered 339 in 1897. Many of the J. artisans were carpenters.In WWI, after heavy fighting and the use ofpoison gas, B. was in ruins and the Jews fle",,1700,MX
157,KHR_ANN_VRDV,Kherson,Ananev,Vradievka,18LX,1939,1939,1939,1939,"The J. pop. in 1939 was 481 (total 7,022). The town was captured by the Germans in Aug. 1941 and by early Sept. 6,500 Jews from the region were murdered near the village of Berezki. The Rumanians expelled tho",,1900,
158,KHR_KHR_BLSH,Kherson,Kherson,Bolshaia Aleksandrovka,18LX,18MX,1875,1850,1850,"Jews settled in the mid-19th cent and numbered111(total 6,266)in 1939.TheGermansoccupied B. on 28 Aug. 1941 and probably murdered 124 local residents in Sept., most of them Jews.",,1800,MX
159,KIV_BRD_BLSH,Kiev,Berdichev,Bolshie Nizgurtsy,1897,1897,1897,1897,1897,"The J. pop. was 339 in 1897 and 114 (total 1,472) in 1926 under the Soviets. The Germans capturedB. in Aug. 1941.Most of theJewsperishedin theHolocaust.",,1800,
160,TRD_BRD_BLSH,Taurida,Berdiansk,Bolshoi Tokmak,18EX,1897,1897,1897,1897,"Jews numbered 2,421 (total 19,326) in 1897 and 1,356 in 1939 under the Soviets. The Germans arrived on 7 Oct. 1941, murdering 837 people (most of them Jews) on the outskirts of the city and 1",,1800,
161,GLC_STN_BLSZ,Galicia,Rohatyn,Bołszowce,,1635,1635,1635,1635,"Jews are recorded from 1635 with an independent community in the late 18th cent. The sufferings of WWI led to a radical decline in the J. pop., from 2,256 (60% of the total) in 1900 to 825 (40%)",,1600,
