line_id,code,jg_id,index_sht,prov,dist,name,presence_type,year_code,upper_bound,lower_bound,mid_range,source,ziv_yearcode,note,lon,lat,area,enc_name,enc_page,entry_source,geom_source
79,VLH_STR_BZL,-1035073,0812Bz1,Volhynia,Starokonstantinov,Bazaliia,jews_arrived,16LX,1700,1675,1675,Jews settledin thelate 17thcent.andin 1765 theynumbered 240 (including the surroundingarea).One of the first J. printing presses in Volhynia was founded in B. The hasidic tzaddik R. Yosef David was active th,16LX,,26.46666667,49.71666667,Pale,BAZALIYA,95,Ziv,jg
80,VLH_OVR_BZR,-1035076,0809Bz1,Volhynia,Ovruch,Bazar,jews_present,17LX,1800,1775,1775,"The J. community probably developed from the late 18th cent., reaching a pop. of 833 (total 1,976) in 1897. A Zionist society and Hebrew school were founded in 1917. During the civil war (1918-21), J. self-defense group",17LX,תנועה ציונית פעילה,29.3,51.05,Pale,BAZAR,95,Ziv,jg
81,KVN_SHV_PDBS,-2617318,1707Pd1,Kovno,Shavli,Podubis,community_present,18XX,1900,1800,1850,"The J. community developed in the 19th cent. Prior to WWI, 40 J. families lived here, a third of whom emigrated. After the Germans conquered Lithuania, Lithuanian nationalists forced all Jews into a g",18EX,,23.13333333,55.8,Pale,BAZILIONAI,95,Ziv,jg
82,MNS_BRS_BGML,-1941121,2203Bg1,Minsk,Borisov,Begoml,jews_arrived,18EX,1850,1800,1825,"Jews probably settled in the first half of the 19th cent. In the Soviet Children's orchestra, Beelitz, Germany period, many Jews (50 in 1930) worked in a kolkhoz founded in 1925. A J. school (of apparently four grades)",18EX,,28.06666667,54.73333333,Pale,BEGOML,97,Ziv,jg
83,KIV_VSL_BLTS,-1035624,1603Bl1,Kiev,Vasilkov,Bielaia Tserkov,jews_arrived,16EX,1650,1600,1625,"Jews settled in the early 17th cent.Six hundredJ. families were massacredin the Chmielnicki disturbances of 1648-49. The J. pop. was 1,457 in 1765 and 18,720 in 1897. In 1904, Jews owned250 workshops and25 factorie",16EX,,30.11666667,49.78333333,Pale,BELAYA TSERKOW,99,Ziv,jg
84,TLA_BLV_BLV,-2883907,4404Bl1,Tula,Bielev,Bielev,jews_arrived,18LX,1900,1875,1875,Jews probably settled in the late 19th cent. Their pop. was 238 in 1926. The few who hadnot fled or beenevacuatedweremurdered during the short German occupation of the town (23 Oct. to 31 Dec. 1941).,18LX,,36.13333333,53.81666667,Mainland Russia,BELEV,100,Ziv,jg
85,PRU_PMM_BLGR,-493427,,Preussen,Pommern,Belgard,jews_present,16LX,1700,1675,1675,"A small J. settlement existed at the end of the 17th cent. In 1764, it comprised only four families. In 1880, the community numbered 281 members and 135 in 1909. The community maintained a sy",,,16,54,Prussia,BELGARD,100,Shn,jg
86,KIV_BRD_BLLV,-1035165,1602Bl1,Kiev,Berdichev,Bielilovka,jews_present,17EX,1750,1700,1725,"Jews were presentin the early 18th cent. Three were killed in Cossack attacks in 1735. The J. pop. was 124 in 1765 and 2,223 (total4,851)in 1897. The Jews were attackedby the Petlyura gangs in 1918 and by Anton Deni",17EX,,29.03333333,49.68333333,Pale,BELILOVKA,102,Ziv,jg
87,PTR_PTR_BLCH,-493112,,Piotrkow,Piotrkow,Bełchatów,jews_present,1808,1808,1808,1808,"In 1808, 17 Jews lived here and by 1857 the 1,100 Jews (73% of the total) engaged mainly in the textile industry. At the end of the 19th cent. over 900 of the 2,987 Jews were weavers; others engaged mainly in transport.",,,19.38333333,51.36666667,Congress Poland,BELKHATOW,102,Shn,jg
88,VLH_ZSL_BLGR,-1035197,0804Bl1,Volhynia,Zaslavl,Bielogorodka,first_mention,16EX,1650,1600,1625,"Jews in small numbers are known from the early 17th cent. The J. pop. was 100 in 1765 and 1,846 (34% of the total) in 1897. Eighteen Jews were murderedandmany injured in a pogrom during Easter 1918.In 192",16EX,,26.63333333,50,Pale,BELOGORODKA,104,Ziv,jg
89,KIV_BRD_BLPL,-1035228,1602Bl2,Kiev,Berdichev,Bielopole,jews_arrived,1721,1721,1721,1721,"Jews settled in 1721 and numbered 1,141 (total 2,619) in 1897 and 1,255 in 1926 under the Soviets. A J. council was active in the town for awhile. Most children attended a Yiddish school. The Germans arrived in earl",1721,,28.86666667,49.85,Pale,BELOPOLYE,104,Ziv,jg
90,SML_BLY_BLY,-2884636,4002Bl1,Smolensk,Bielyi,Bielyi,jews_arrived,18MX,1875,1850,1850,"Jews probably settled in the mid-19th cent. and numbered 287 (total 6,952) in 1897. In the Soviet period, the J. pop. fell to 218 in 1926 and 92 in 1939. The Germans first murdered 75 Jews on 4 Oct. 1941 and then another 2",18MX,,32.93333333,55.83333333,Mainland Russia,BELYI,104,Ziv,jg
91,MGL_MGL_BLYN,-1941219,2301Bl1,Mogilev,Mogilev,Bielynichi,POP,1847,1847,1847,1847,"The J. pop. was 1,087 in 1847 and 1,063 in 1897. In 1924, under the Soviets, Jews were employedin three artisancooperatives. In 1925, 47 J. families earned their livelihoods from agriculture, founding an agricultu",1847,,29.7,54,Pale,BELYNICHI,104,Ziv,jg
92,GLC_LWW_BLZ,-1035317,,Galicia,Sokal,Belz,first_mention,1413,1413,1413,1413,"There 1s a complaint against J. tailors in 1413, but the Jews may havebeenpresentmuch earlier. J.residencerights were assured by the king. About 200 died of hunger and plague during the Chmielnicki disturbances",,,24.01666667,50.38333333,Galicia,BELZ,104,Shn,jg
93,LBL_LBL_BLZY,-493153,,Lublin,Lublin,Bełżyce,jews_present,1560,1560,1560,1560,"A J. settlement existing in the 1560s was sufficiently important to host meetings of the Council of the Four Lands in TheBelz Rebbe attending afuneral, 1851 1625 and 1643. The community suffered grievously in the Chmiel",,,22.28333333,51.18333333,Congress Poland,BELZHYCE,105,Shn,jg
94,PTR_BRZ_BDKW,-493057,,Piotrkow,Brzeziny,Będków,POP,1857,1857,1857,1857,"In 1857, 248 Jews lived here. With the German conquest the remaining 228 Jews left.",,,19.75,51.58333333,Congress Poland,BENDKOW,77,Shn,jg
95,RDM_KNS_BNDZ,-493096,,Radom,Bedzin,Bendzin,jews_present,12LX,1300,1275,1275,"The first Jews settled in the surrounding villages in 1226 and in the late 13th cent. were present in the town itself, thenceforth consolidating their position as they obtained down through the years a number of royal pr",,,19.11666667,50.33333333,Congress Poland,BENDZIN,106,Shn,manual
96,KIV_BRD_BRDC,-1035347,1602Br1,Kiev,Berdichev,Berdichev,first_mention,1593,1593,1593,1593,"Jews are first mentioned in 1593 and numbered 1,220 in 1765. The J. pop. grew significantly in the 19th cent., reaching 41,617 (total 53,351) in 1897 and 55,876 on the eve of WWI. Among the prominent rabbis serving",1593,,28.58333333,49.9,Pale,BERDICHEV,112,Ziv,jg
97,VLH_DBN_BRST,-1035372,0803Br1,Volhynia,Dubno,Berestechko,community_present,15MX,1575,1550,1550,"The community dates from the mid-16th cent. Only 12 of thetown's 1,000 Jews survivedtheChmielnicki massacres of 1648-1649. The community grew when B. became a transit point for Russian-Austrian trade",15MX,השומר הצעיר,25.11666667,50.35,Pale,BERESTECZKO,113,Ziv,jg
98,VLH_NVG_BRZD,-1035406,0808Br2,Volhynia,Novograd-Volynskii,Berezdov,POP,1765,1765,1765,1765,"Jews numbered 205 in 1765 and 1,319 (49% of the total) in 1897. Sixty of the 100 workers in a J. owned leather goods factory were Jews. In 1919, during the Russian civil war (1918-21), Jews were attacked in a",17EX,,27.11666667,50.46666667,Pale,BEREZDOV,114,Ziv,jg
99,MNS_IGM_BRZN,-1941267,2204Br1,Minsk,Igumen,Berezino,POP,1766,1766,1766,1766,"The J. pop. was 208 in 1766 and3,377 (total 4,871)in 1897.Peasants from the neighboring villages attacked Jews in 1906 and a pogrom was staged during the Russian civil war (1918-21). In 1930, under the Soviets, 20",1766,,29,53.85,Pale,BEREZINO,114,Ziv,jg
100,CRN_CHR_BRZN,-1035445,4801Br1,Chernigov,Chernigov,Berezna,jews_arrived,18EX,1850,1800,1825,"Jews settledin the early 19th cent. and numbered 1,357 (total 9,922) in 1897. J. property was pillaged and destroyed in a 1905 pogrom. The J. pop. fell to 211 in 1939 after much internal migration. Most Jews fled befo",18EX,,31.78333333,51.56666667,Pale,BEREZNA,114,Ziv,jg
101,VLH_RVN_BRZN,-1035456,0811Br1,Volhynia,Rovno,Berezno,jews_arrived,15MX,1575,1550,1550,"Jews settled in the mid-16th cent. Fifty J. families lost their lives in the Chmielnicki massacres of 1648- 49 and the community did not grow significantly until the 19th cent., the J. pop. reaching a pe",15MX,,26.75,51,Pale,BEREZNE,115,Ziv,jg
102,KHR_KHR_BRZN,-1035449,4701Br1,Kherson,Kherson,Bereznegovatyi,jews_arrived,18MX,1875,1850,1850,"J. settlement probably commenced in the mid-19th cent. A pogrom was staged on 30-31 March 1882. The J. pop. in 1939 was 271 (total 6,386). The Germans captured B. on 18 Aug. 1941 and on 15 Sept. murdered the J",18MX,,32.85,47.3,Pale,BEREZNEGOVATOE,115,Ziv,jg
103,VLH_LTS_BRZH,-1035427,0807Br1,Volhynia,Lutsk,Berezhnitsa,first_mention,1648,1648,1648,1648,"After 100 Jews lost their lives in theChmielnicki massacres of 1648-49, the community only began to grow in the 19th cent., reaching a peak pop. of 2,160 (total 2,964) in 1897 but declining to 1,372 in",15LX,נחרבה עי חמילנצקי ושוקמה מאוחר יותר,26.46666667,51.43333333,Pale,BEREZNICA,116,Ziv,jg
104,KHR_ANN_BRZV,-1035476,4703Br1,Kherson,Ananev,Berezovka,jews_present,1881,1881,1881,1881,"A pogrom took place on 26-27 April 1881. In 1897, the J. pop. was 3,458 (total 6,154). A government school for J. children was operating in the early 20th cent. In the 1920s, under the Soviets, a J. elementary school",1881,,30.91666667,47.21666667,Pale,BEREZOVKA,116,Ziv,jg
105,KHR_KHR_BRSL,-1035528,4701Br2,Kherson,Kherson,Berislav,jews_arrived,18EX,1850,1800,1825,"J. settlement began in the early 19th cent. In 1882 Jews were attacked and J. property was destroyed in a pogrom. The J. pop. was 2,642 (total 12,149) in 1897 and 230 in 1939 under the Soviets. During the 1930s, a f",18EX,,33.41666667,46.83333333,Pale,BERISLAV,117,Ziv,jg
106,POD_OLG_BRSH,-1035538,3209Br1,Podolia,Olgopol,Bershad,jews_arrived,15XX,1600,1500,1550,"J. settlement probably began in the 16th cent. In the 17th and 18th cent., Chmielnicki's Cossacks and the Haidamaks attacked the Jews. In the 17th cent., many Jews came under the influence of Shabbateanism and in the",15EX,,29.51666667,48.36666667,Pale,BERSHAD,133,Ziv,jg
107,VTB_LPL_BSHN,-1941328,0506Bs1,Vitebsk,Lepel,Beshenkovichi,jews_arrived,17EX,1750,1700,1725,"Jews settled in the first half of the 18th cent. and reached a pop. of 3,182 (total 4,423) in 1897, dropping to 1,487 in 1926 in the wake of internal migration under the Soviets. A J. council, established in 1",17EX,,29.46666667,55.03333333,Pale,BESHENKOVICHI,133,Ziv,jg
108,PRU_PSN_BTSC,-524473,,Preussen,Miedzyrzecz,Betsche,community_present,17MX,1775,1750,1750,"Germany, today Poland. By the mid-18th century, there was a J. community and several renowned rabbis were active here. The J. pop. reached a peak in 1840, numbering 173 (12% of the local pop.). It dropped to",,,15.76666667,52.46666667,Prussia,BETSCHE,134,Shn,jg
109,KVN_KVN_BTYG,-2613254,1701Bt1,Kovno,Kovno,Betygola,POP,1923,1923,1923,1923,"The J. pop. in 1923 was 85 (25% of the total). When Germany invaded in June 1941, there were 11 J. families. Lithuanian nationalists took control of B., banished the Jews to two nearby J. estates, gathered them al",18LX,,23.36666667,55.36666667,Pale,BETYGALA,134,Ziv,jg
110,RDM_OPC_BLCZ,-493288,,Radom,Opoczno,Białaczów,jews_arrived,1860,1860,1860,1860,Jews first settled here in 1860 and were affiliated with the community at Zarnow. The majority were Gur and Aleksander Hasidim. The 100-member J. community in 1939 grew to 350 with the influx of refugees by 1941. In Oct.,,,20.3,51.3,Congress Poland,BIALACHOW,137,Shn,jg
111,SDL_BLA_BLPD,-493309,,Siedlce,Biala,Biała Podlaska,community_present,16EX,1650,1600,1625,"An organized community with a synagogue and cemetery existed in the first half of the 17th cent., under the jurisdiction of Brest-Litovsk. The community prospered and grew rapidly in the 18th cent. The well-to-do",,,23.13333333,52.03333333,Congress Poland,BIALA PODLASKA,137,Shn,jg
112,PTR_RVA_BLRW,-493313,,Piotrkow,Rawa,Biała Rawska,jews_present,17LX,1800,1775,1775,"Jews lived in B. from the late 18th cent. By the 1920s, 1,429 Jews lived there (61% of the total) and Jews owned the majority of its 66 stores.In Oct. 1941 the 4,000 J. inhabitants and refugees were ghettoized and on",,,20.48333333,51.8,Congress Poland,BIALA RAWSKA,137,Shn,jg
113,RDM_RDM_BLBR,-493419,,Radom,Radom,Białobrzegi,jews_arrived,18EX,1850,1800,1825,"Jews settled in the early 19th cent., numbering 436 in 1857 and 1,418 (total 2,419) in 1921. In 1910 a great fire destroyed 100 J. homes and the synagogue. The community recovered with assistance from the Jews of Rad",,,20.95,51.65,Congress Poland,BIALOBRZEGI,89,Shn,jg
114,RDM_KNS_BLGN,,,Radom,Kielce,Bialogon,POP,1921,1921,1921,1921,"The J. pop. in 1921 was 252 (total 1,200). The 400 Jews present in 1942, including refugees, were probably deported by the Germans to the Treblinka death camp in Sept. 1942.",,,20.55,50.85,Congress Poland,BIALOGON,138,Shn,manual
115,GLC_TRN_BLYK,-1035313,,Galicia,Zloczow,Bialykamień,first_mention,1629,1629,1629,1629,"Jews are recorded from 1629 andby the endof the 17th cent.had organizedan independent community, with a pop. of 1,901 out ofa total 3,511 in 1880. Most were tradesman hawking their w",,,24.83333333,49.9,Galicia,BIALY KAMIEN,138,Shn,jg
116,GRD_BLST_BLST,-493500,1103Bl1,Grodno,Bielostok,Bielostok,jews_arrived,17EX,1750,1700,1725,"Jews were encouraged to settle in the early 18th cent. by the town's proprietor, Count StephanBranicki. In 1745 the community separated itself from the Tykocin (Titkin) community and became independent. Communal affa",17EX,נהייתה קהילה עצמאית מטיקוצין ב 1745,23.15,53.13333333,Pale,BIALYSTOK,138,Ziv,jg
117,GLC_CRC_BCZ,-493535,,Galicia,Gorlice,Biecz,community_founded,17XX,1800,1700,1750,"Only under Austrian rule in the 18th cent. were residence and trade restrictions lifted and a permanent community formed. Jews dealt in cattle, hides, iron, farm produce, and crude oil and were active in light industry. An",,,21.25,49.73333333,Galicia,BIECZ,143,Shn,jg
118,WRS_LVC_BLWY,-493610,,Warszawa,Lowicz,Bielawy,community_present,17XX,1800,1700,1750,A J. community existed from the 18th cent. and numbered 176 in 1857. In early 1941 the Jews were expelled to Warsaw by theGermans and suffered the fate of the Jews there.,,,19.65,52.06666667,Congress Poland,BIELAWY,143,Shn,jg
119,VLN_LDA_BLTS,-1941165,0404Bl1,Vilna,Lida,Bielitsy,jews_arrived,15XX,1600,1500,1550,"Jews apparently arrived in the 16th cent., engaging in the lumber trade and opening hostels near the town. Their pop. reached a peak of 679 (total 1,686) in 1897 but fell to 483 in 1921. Between the Wor",15EX,המזרחי,25.31666667,53.65,Pale,BIELICA,145,Ziv,jg
120,KHR_SMY_BLPL,-1035229,4611Bl1,Kharkov,Sumy,Bielopole,POP,1897,1897,1897,1897,"The J. pop. was 105 (1% of the total) in 1897 and 125 in 1939. The Germans arrived on 7 Oct. 1941, registering 30 Jews. In early 1942, the Jews were sent to labor in the peat bogs. Afterwards they were sent to Konotop",1721,,34.3,51.15,Mainland Russia,BIELOPOLIE,104,Ziv,jg
121,PLC_PLT_BLSK,-493693,,Plock,Plock,Bielsk,community_present,18XX,1900,1800,1850,"The J. community began to develop initially under the auspices of Plock in the 19th cent. Most of the J. craftsmen were tailors and some farmed. Many fled during WWI. The J. pop. reached 249 in 1921 (total 1,573) and drop",,,19.8,52.66666667,Congress Poland,BIELSK,146,Shn,jg
122,GLC_CRC_BL,-493705,,Galicia,Bielsk,Biała,jews_arrived,16MX,1675,1650,1650,"The two cities, on opposite banks of theBiala River, had a closely intertwinedhistory. Jews settled in Bielsko in the second half of the 17th cent. but the community only began to",,,19.03333333,49.81666667,Galicia,BIELSKO-BIALA,146,Shn,jg
123,PLC_SRP_BZN,-493830,,Plock,Sierpc,Bieżuń,community_present,18EX,1850,1800,1825,"By the beginning of the 19th cent. the Jews constituted an independent community. In WWI they suffered greatly from both Cossack and German invaders. After the war, when the J. pop. reached 779 (total 2,344), there was inc",,,19.91666667,52.96666667,Congress Poland,BIEZUN,148,Shn,jg
124,VLH_ZHT_BYKV,-1036767,0801By1,Volhynia,Zhitomir,Bykovka,POP,1897,1897,1897,1897,"Jews numbered 92 in 1897 and 151 (total 1,872) in 1939. The Germans captured B. on 9 July 1941, murdering the few Jews who had neither escapednor been evacuated.",18MX,,27.98333333,50.28333333,Pale,BIKOVKA,148,Ziv,jg
125,GLC_TRN_BLCZ,-1035628,,Galicia,Brody,Bilcze Złote,POP,1941,1941,1941,1941,"Between 20 and 30 J. families lived heremostly as farmers over the years. With the Russian retreat in 1941, their Ukrainian neighbors terrorized them and theGermans expelledthemin 1942 to nearbyBorszc",,,25.86666667,48.78333333,Galicia,BILCZE ZLOTE,149,Shn,jg
126,LBL_BLG_BLGR,-493851,,Lublin,Bilgoraj,Biłgoraj,jews_present,15LX,1600,1575,1575,"The J. settlement was one of the oldest in the Lublin area, dating from the late 16th cent.It was destroyedin the Chmielnicki massacres of 1648-49 and renewed in the 18th cent. Early in the 18th cent, the Kronenberg fam",,,22.7,50.55,Congress Poland,BILGORAI,149,Shn,jg
127,GLC_LWW_BRCZ,-493876,,Galicia,Dobromil,Bircza,first_mention,1577,1577,1577,1577,"A single J. family is mentioned as early as 1577, but the community only developed in the 19th cent., growing to 1,050 or half the total by 1900. The Jews sufferedrape andpillage at the hands of",,,22.46666667,49.68333333,Galicia,BIRCZA,151,Shn,jg
128,KVN_PNV_BRZH,-2613298,1704Br1,Kovno,Poneviezh,Birzhi,jews_arrived,16EX,1650,1600,1625,"Jews first settled in B. at the turn of the 17th cent.They wereinvited to develop the economy by nobles of the Radziwill family, who owned theland. The first Jews to arrive wereKaraites, with Rabbanite Jews following in",16EX,,24.75,56.2,Pale,BIRZAI,151,Ziv,jg
129,PRU_OST_BSCH,-493925,,Preussen,Reszel,Bischofsburg,jews_arrived,18XX,1900,1800,1850,"Germany, today Poland. J. settlement startedprobably only in the 19th cent. In 1871, the J. pop. numbered 134, declining to 79 in 1905. The community maintained a synagogue and a cemetery. On the eve of the",,,20.96666667,53.86666667,Prussia,BISCHOFSBURG,152,Shn,jg
130,PRU_WST_BSCH,-493923,,Preussen,Susz,Bischofswerder,jews_arrived,17MX,1775,1750,1750,"Germany, today Poland. Jews settledin B. in the mid-18th cent. They numbered 18 families in 1812 and 190 individuals in 1880. By 1925, the J. pop. came to 35. The community maintained a synagogue (from abo",,,19.35,53.5,Prussia,BISCHOFSWERDER,152,Shn,jg
